fname,detected,yolo_conf,box_x1,box_y1,box_x2,box_y2,crop_h,crop_w,seg_input_h,seg_input_w,dice,iou,pixel_accuracy,sensitivity,specificity,t_detect_ms,t_seg_ms,t_total_ms,dice_Background,iou_Background,dice_Retinal Layer,iou_Retinal Layer,dice_PED,iou_PED,dice_SRF,iou_SRF,dice_IRF,iou_IRF,dice_RPE,iou_RPE
1285.png,True,0.3963,0,95,253,157,70,256,96,256,0.9795,0.9631,0.991,0.9928,0.9928,45.57,223.47,489.66,0.9953,0.9906,0.8816,0.7882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
859.png,True,0.6952,0,82,256,159,87,256,96,256,0.7379,0.6703,0.938,0.9707,0.9837,45.12,253.49,604.87,0.9642,0.9308,0.8266,0.7045,0.0,0.0,1.0,1.0,0.8454,0.7322,0.791,0.6542
2068.png,True,0.6141,1,64,256,186,140,256,160,256,0.8163,0.7132,0.9477,0.8682,0.9882,45.86,349.83,604.81,0.9712,0.9439,0.4983,0.3318,0.8551,0.7469,0.8968,0.8129,0.8231,0.6993,0.8533,0.7442
2933.png,True,0.8304,0,69,255,179,126,256,128,256,0.8308,0.7214,0.9501,0.9089,0.9871,47.09,426.38,667.67,0.9679,0.9379,0.7838,0.6444,0.8416,0.7265,0.6723,0.5063,0.9041,0.825,0.8152,0.6881
738.png,True,0.503,0,94,253,170,86,256,96,256,0.9735,0.9536,0.9859,0.9861,0.9861,71.76,344.19,713.07,0.9926,0.9853,0.8482,0.7364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1654.png,True,0.5149,0,93,255,158,75,256,96,256,0.812,0.7812,0.9766,0.8173,0.9502,70.95,323.33,672.88,0.9878,0.9759,0.8011,0.6682,1.0,1.0,1.0,1.0,0.0828,0.0432,1.0,1.0
319.png,True,0.659,0,53,256,156,117,256,128,256,0.8876,0.807,0.9678,0.9466,0.987,78.04,411.47,889.72,0.983,0.9665,0.8073,0.6769,0.8105,0.6814,0.8454,0.7322,1.0,1.0,0.8795,0.7849
2041.png,True,0.5938,0,67,255,209,162,256,192,256,0.7616,0.6644,0.9824,0.8608,0.9666,74.41,609.07,1193.39,0.991,0.9821,0.3357,0.2017,1.0,1.0,0.7593,0.612,0.6653,0.4985,0.8182,0.6923
225.png,True,0.6018,0,102,256,180,88,256,96,256,0.9161,0.857,0.9717,0.9394,0.9909,77.36,298.73,721.84,0.9836,0.9678,0.8058,0.6747,1.0,1.0,0.9176,0.8478,0.7893,0.6519,1.0,1.0
1523.png,True,0.6594,0,110,256,194,96,256,96,256,0.7162,0.5969,0.9281,0.9502,0.9826,45.17,225.52,518.63,0.9599,0.9229,0.579,0.4075,0.3601,0.2196,0.6752,0.5097,0.8061,0.6751,0.9169,0.8466
1298.png,True,0.3706,0,124,253,184,68,256,96,256,0.3545,0.2952,0.9602,0.9579,0.9856,45.58,225.18,602.91,0.9807,0.9621,0.5095,0.3418,0.6368,0.4672,0.0,0.0,0.0,0.0,0.0,0.0
1447.png,True,0.5175,0,94,254,177,95,256,96,256,0.9334,0.8908,0.9754,0.9908,0.994,45.86,222.97,466.14,0.9868,0.974,0.7174,0.5593,1.0,1.0,0.896,0.8116,1.0,1.0,1.0,1.0
1399.png,True,0.5988,0,10,255,133,141,256,160,256,0.7053,0.6326,0.9795,0.715,0.9727,44.98,344.84,872.59,0.9898,0.9797,0.62,0.4493,0.0,0.0,1.0,1.0,0.8458,0.7328,0.7761,0.6341
1055.png,True,0.8191,0,125,255,203,88,256,96,256,0.9335,0.8868,0.9731,0.9808,0.994,45.41,242.95,523.33,0.9828,0.9661,0.7566,0.6085,1.0,1.0,0.891,0.8035,0.9706,0.9429,1.0,1.0
2775.png,True,0.7056,0,65,254,153,100,256,128,256,0.9427,0.8972,0.9655,0.9639,0.9879,45.58,288.87,566.9,0.9799,0.9606,0.8374,0.7203,1.0,1.0,0.9073,0.8303,0.9315,0.8718,1.0,1.0
2213.png,True,0.4444,0,0,255,210,225,256,256,256,0.7529,0.7021,0.9693,0.9367,0.9791,46.67,571.53,834.36,0.9852,0.9709,0.7669,0.622,0.0,0.0,1.0,1.0,0.7653,0.6198,1.0,1.0
712.png,True,0.6135,0,99,253,160,69,256,96,256,0.8525,0.7926,0.9121,0.9247,0.9696,47.14,220.93,469.76,0.9546,0.9132,0.7139,0.5551,1.0,1.0,0.4467,0.2876,1.0,1.0,1.0,1.0
2935.png,True,0.6965,0,101,256,174,83,256,96,256,0.709,0.6379,0.9685,0.8089,0.982,45.65,224.89,443.35,0.9831,0.9667,0.756,0.6077,1.0,1.0,0.6313,0.4613,0.8836,0.7915,0.0,0.0
410.png,True,0.5489,0,105,253,213,124,256,128,256,0.6861,0.6354,0.9835,0.9319,0.9506,48.35,307.97,805.55,0.9924,0.985,0.0,0.0,0.7442,0.5927,0.38,0.2346,1.0,1.0,1.0,1.0
1038.png,True,0.5643,0,55,256,229,198,256,224,256,0.7469,0.6857,0.9726,0.9451,0.9874,45.21,475.55,833.79,0.9853,0.9709,0.7972,0.6628,0.8124,0.6841,0.0,0.0,1.0,1.0,0.8865,0.7961
399.png,True,0.5669,0,93,255,188,109,256,128,256,0.9322,0.8884,0.9846,0.9922,0.9941,46.21,287.2,563.93,0.992,0.9841,0.8686,0.7677,0.7329,0.5784,1.0,1.0,1.0,1.0,1.0,1.0
2413.png,True,0.4798,0,124,256,186,70,256,96,256,0.7341,0.6675,0.9662,0.9144,0.9778,47.14,241.59,508.04,0.9841,0.9687,0.8274,0.7056,0.0,0.0,0.7402,0.5875,0.8528,0.7434,1.0,1.0
2820.png,True,0.4722,0,54,251,96,48,256,64,256,0.5528,0.428,0.8527,0.6546,0.9375,47.36,172.92,1057.98,0.915,0.8434,0.5677,0.3964,0.6779,0.5128,0.5368,0.3669,0.6193,0.4486,0.0,0.0
1481.png,True,0.5939,0,102,256,177,85,256,96,256,0.957,0.9303,0.9771,0.9785,0.9785,52.66,220.18,494.13,0.988,0.9763,0.7542,0.6054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
425.png,True,0.5292,0,110,256,232,140,256,160,256,0.975,0.9562,0.991,0.9907,0.9907,78.09,548.65,872.84,0.9954,0.9908,0.8548,0.7465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
305.png,True,0.5261,0,16,256,126,126,256,128,256,0.684,0.6073,0.9616,0.918,0.9718,73.32,418.63,749.12,0.9853,0.971,0.5608,0.3897,0.7225,0.5656,0.8357,0.7177,0.0,0.0,1.0,1.0
1119.png,True,0.7038,0,104,256,180,86,256,96,256,0.8627,0.7698,0.9333,0.9126,0.9834,74.34,336.24,661.08,0.9649,0.9322,0.7519,0.6024,0.8101,0.6809,0.8172,0.6909,1.0,1.0,0.8322,0.7126
235.png,True,0.7661,0,99,256,169,80,256,96,256,0.9342,0.8816,0.9464,0.9721,0.987,69.6,332.15,649.46,0.9652,0.9328,0.8711,0.7717,1.0,1.0,0.8818,0.7885,0.8868,0.7967,1.0,1.0
2003.png,True,0.43,0,126,255,173,53,256,64,256,0.7095,0.6394,0.9562,0.929,0.9651,76.37,245.55,659.65,0.976,0.9531,0.5899,0.4183,1.0,1.0,0.0,0.0,0.8332,0.7142,0.8577,0.7509
1141.png,True,0.4901,0,118,255,206,100,256,128,256,0.7507,0.6905,0.9709,0.8058,0.991,70.1,444.07,755.89,0.9846,0.9697,0.8371,0.7199,0.8667,0.7647,0.8158,0.6889,0.0,0.0,1.0,1.0
2932.png,True,0.7978,0,69,256,175,120,256,128,256,0.6887,0.5935,0.9282,0.9466,0.9852,45.64,284.38,780.71,0.9542,0.9124,0.7719,0.6286,0.0,0.0,0.7518,0.6023,0.8833,0.791,0.7708,0.627
2717.png,True,0.533,0,74,256,130,64,256,64,256,0.9458,0.9059,0.977,0.9712,0.9837,46.16,161.29,475.61,0.9876,0.9755,0.8249,0.702,1.0,1.0,1.0,1.0,0.8624,0.758,1.0,1.0
2369.png,True,0.5846,0,70,254,135,75,256,96,256,0.6334,0.5778,0.8969,0.966,0.9785,47.34,238.06,588.33,0.9413,0.8891,0.827,0.705,0.0,0.0,0.8844,0.7928,1.0,1.0,0.1477,0.0798
1178.png,True,0.5532,0,93,254,136,49,256,64,256,0.8002,0.7718,0.9511,0.8222,0.982,46.08,164.78,448.2,0.9692,0.9401,0.9278,0.8653,1.0,1.0,0.9042,0.8252,0.0,0.0,1.0,1.0
1386.png,True,0.4564,0,38,256,128,102,256,128,256,0.6795,0.6206,0.9682,0.8947,0.9674,46.07,287.94,568.26,0.9842,0.969,0.597,0.4255,0.0,0.0,1.0,1.0,0.4955,0.3293,1.0,1.0
349.png,True,0.6021,0,68,256,131,71,256,96,256,0.8648,0.7825,0.9007,0.9353,0.9589,46.73,244.88,673.54,0.935,0.8779,0.6767,0.5114,0.7454,0.5942,1.0,1.0,0.8316,0.7117,1.0,1.0
2472.png,True,0.5778,0,64,255,218,176,256,192,256,0.7048,0.6313,0.9889,0.9732,0.9918,52.98,416.18,663.04,0.9943,0.9887,0.6599,0.4924,1.0,1.0,0.0,0.0,0.7267,0.5707,0.8478,0.7358
460.png,True,0.5841,0,36,254,126,102,256,128,256,0.8499,0.7744,0.9841,0.9861,0.99,45.2,285.63,675.85,0.9917,0.9836,0.8625,0.7582,1.0,1.0,0.6043,0.433,0.641,0.4717,1.0,1.0
1903.png,True,0.6182,0,40,256,119,91,256,96,256,0.5669,0.4991,0.9369,0.953,0.986,45.53,228.91,462.65,0.9618,0.9265,0.7302,0.575,0.8518,0.7418,0.8579,0.7511,0.0,0.0,0.0,0.0
9.png,True,0.6304,0,0,254,129,138,256,160,256,0.9302,0.8854,0.9835,0.96,0.9793,56.19,345.44,578.65,0.9914,0.983,0.7296,0.5743,0.8604,0.755,1.0,1.0,1.0,1.0,1.0,1.0
1047.png,True,0.4233,0,102,256,166,72,256,96,256,0.9082,0.8469,0.9756,0.9426,0.9817,50.65,221.86,479.83,0.9868,0.9739,0.7656,0.6202,1.0,1.0,0.7765,0.6347,0.9203,0.8524,1.0,1.0
832.png,True,0.4124,0,72,255,255,197,256,224,256,0.9163,0.8652,0.9812,0.9672,0.9905,47.8,467.51,961.38,0.9904,0.981,0.733,0.5785,0.7744,0.6319,1.0,1.0,1.0,1.0,1.0,1.0
2866.png,True,0.5058,0,41,253,154,129,256,160,256,0.8827,0.8132,0.9804,0.9611,0.985,44.25,348.09,760.42,0.9899,0.98,0.6534,0.4852,0.8724,0.7736,0.7806,0.6402,1.0,1.0,1.0,1.0
63.png,True,0.7632,0,83,254,187,118,256,128,256,0.905,0.846,0.9704,0.9853,0.9899,45.66,286.76,827.57,0.9832,0.967,0.6676,0.5011,1.0,1.0,0.8465,0.7339,0.9327,0.8738,1.0,1.0
995.png,True,0.5337,0,58,255,141,95,256,96,256,0.6776,0.6127,0.9666,0.9486,0.9865,46.19,223.48,500.05,0.9837,0.9678,0.7051,0.5445,0.9372,0.8818,0.4397,0.2818,0.0,0.0,1.0,1.0
1951.png,True,0.7467,0,114,253,187,83,256,96,256,0.8224,0.7055,0.9134,0.9199,0.9783,45.54,226.43,737.52,0.9472,0.8996,0.7415,0.5891,0.8647,0.7616,0.8532,0.7439,0.7306,0.5755,0.7975,0.6633
604.png,True,0.6631,0,130,253,198,78,256,96,256,0.9175,0.8604,0.9671,0.9346,0.9882,71.15,350.45,737.76,0.9795,0.9599,0.8,0.6667,1.0,1.0,0.9452,0.8961,0.7801,0.6395,1.0,1.0
2712.png,True,0.4449,0,65,256,124,67,256,96,256,0.6787,0.6368,0.9796,0.8386,0.9746,69.93,320.92,717.31,0.9912,0.9826,0.8112,0.6824,0.0,0.0,1.0,1.0,0.2698,0.156,1.0,1.0
2349.png,True,0.7025,0,82,254,194,128,256,128,256,0.7333,0.6679,0.9679,0.7729,0.9927,73.57,446.1,736.61,0.9858,0.972,0.7655,0.6201,0.8987,0.816,0.7496,0.5994,0.0,0.0,1.0,1.0
1754.png,True,0.5042,0,98,255,186,100,256,128,256,0.8585,0.7808,0.9661,0.9248,0.9844,73.21,433.82,750.9,0.9845,0.9694,0.8322,0.7126,0.7,0.5385,1.0,1.0,0.6341,0.4643,1.0,1.0
2632.png,True,0.5403,0,137,256,213,86,256,96,256,0.5143,0.426,0.9159,0.7606,0.9765,72.71,336.74,639.39,0.9648,0.9319,0.7578,0.6101,0.6866,0.5228,0.0335,0.017,0.6433,0.4742,0.0,0.0
704.png,True,0.6403,0,95,254,161,76,256,96,256,0.6814,0.5838,0.9126,0.7277,0.979,75.14,345.65,772.23,0.9535,0.9111,0.8559,0.7482,0.7589,0.6115,0.706,0.5456,0.8139,0.6862,0.0,0.0
2773.png,True,0.6804,0,60,254,150,102,256,128,256,0.9322,0.8805,0.9651,0.945,0.987,54.28,293.8,646.82,0.9795,0.9599,0.8153,0.6881,1.0,1.0,0.9194,0.8508,0.879,0.7841,1.0,1.0
1496.png,True,0.6087,3,89,256,156,77,256,96,256,0.9145,0.8625,0.9759,0.9427,0.9785,45.53,223.19,553.53,0.9873,0.9749,0.7528,0.6036,1.0,1.0,1.0,1.0,0.747,0.5962,1.0,1.0
1904.png,True,0.5011,0,41,256,118,87,256,96,256,0.5398,0.4623,0.9096,0.9548,0.9782,51.26,223.13,495.9,0.9443,0.8945,0.6459,0.477,0.8108,0.6818,0.8376,0.7205,0.0,0.0,0.0,0.0
259.png,True,0.6215,0,11,256,255,256,256,256,256,0.8841,0.862,0.988,0.998,0.998,52.35,553.75,1257.12,0.9939,0.9879,0.3109,0.1841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1473.png,True,0.6146,0,101,255,191,102,256,128,256,0.9478,0.9089,0.982,0.9801,0.9898,45.78,309.16,580.21,0.9905,0.9811,0.8558,0.7479,1.0,1.0,0.8404,0.7247,1.0,1.0,1.0,1.0
2208.png,True,0.5052,0,1,255,210,225,256,256,256,0.8351,0.7796,0.9757,0.9562,0.9778,44.99,582.67,922.86,0.9876,0.9756,0.6232,0.4527,0.3996,0.2497,1.0,1.0,1.0,1.0,1.0,1.0
2053.png,True,0.6184,0,45,256,149,118,256,128,256,0.6121,0.5824,0.9699,0.9792,0.9863,45.9,288.1,955.99,0.9848,0.9701,0.0,0.0,0.6879,0.5243,1.0,1.0,0.0,0.0,1.0,1.0
1161.png,True,0.5044,0,111,255,216,119,256,128,256,0.9277,0.881,0.9849,0.977,0.9821,45.4,290.14,782.63,0.9922,0.9845,0.7487,0.5983,1.0,1.0,0.8255,0.7029,1.0,1.0,1.0,1.0
2639.png,True,0.4588,3,114,256,218,118,256,128,256,0.613,0.5301,0.9414,0.8035,0.982,54.27,304.43,555.6,0.9687,0.9392,0.687,0.5233,0.6711,0.505,1.0,1.0,0.3513,0.2131,0.0,0.0
2505.png,True,0.3629,0,110,254,154,50,256,64,256,0.8997,0.832,0.9466,0.94,0.9767,45.35,159.39,603.93,0.9684,0.9387,0.7707,0.627,0.8882,0.7989,1.0,1.0,0.7711,0.6274,1.0,1.0
483.png,True,0.6754,0,97,255,198,115,256,128,256,0.7634,0.7174,0.9725,0.9584,0.9894,49.31,292.19,943.6,0.9851,0.9707,0.7415,0.5892,1.0,1.0,0.0,0.0,0.8535,0.7445,1.0,1.0
816.png,True,0.5365,0,102,255,171,79,256,96,256,0.6349,0.6121,0.973,0.8156,0.9687,61.88,224.06,492.45,0.987,0.9743,0.8225,0.6985,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2946.png,True,0.5242,0,77,255,194,133,256,160,256,0.733,0.6392,0.9642,0.7655,0.9775,45.76,368.9,878.5,0.9845,0.9694,0.8354,0.7174,0.3226,0.1923,0.7897,0.6525,1.0,1.0,0.466,0.3038
1874.png,True,0.3178,0,126,253,189,71,256,96,256,0.6013,0.5323,0.8873,0.6091,0.9345,45.43,306.41,563.87,0.9421,0.8905,0.0,0.0,0.7571,0.6092,0.7613,0.6146,0.1475,0.0796,1.0,1.0
331.png,True,0.6876,0,46,256,159,129,256,160,256,0.7232,0.6596,0.9707,0.967,0.9908,92.48,509.93,974.7,0.9835,0.9676,0.8325,0.7131,0.0,0.0,0.9098,0.8345,0.6134,0.4424,1.0,1.0
510.png,True,0.7745,0,48,255,129,93,256,96,256,0.7485,0.6897,0.9487,0.7871,0.9774,88.94,348.07,902.99,0.9707,0.9432,0.7365,0.5829,0.0,0.0,0.8614,0.7565,0.9222,0.8556,1.0,1.0
753.png,True,0.6562,0,97,255,167,80,256,96,256,0.8537,0.7742,0.9191,0.9664,0.9827,69.23,325.22,723.94,0.9495,0.9038,0.9446,0.8951,0.6339,0.464,0.6419,0.4726,0.9526,0.9094,1.0,1.0
2839.png,True,0.602,0,89,253,151,70,256,96,256,0.7499,0.6925,0.9642,0.775,0.9844,72.34,337.51,907.64,0.9807,0.9621,0.0,0.0,0.9373,0.882,0.8288,0.7077,0.7524,0.603,1.0,1.0
163.png,True,0.5729,1,72,256,172,114,256,128,256,0.8529,0.7881,0.9356,0.9729,0.9874,80.23,313.52,761.06,0.9638,0.9301,1.0,1.0,0.4347,0.2777,1.0,1.0,0.7894,0.6521,0.9296,0.8685
1509.png,True,0.6464,0,108,256,188,92,256,96,256,0.6968,0.5775,0.9255,0.8764,0.9789,45.35,234.66,460.37,0.9599,0.9229,0.5827,0.4111,0.2735,0.1584,0.8258,0.7032,0.676,0.5105,0.8628,0.7587
1940.png,True,0.4844,0,93,256,152,67,256,96,256,0.8891,0.818,0.964,0.9393,0.9799,48.0,229.66,476.57,0.9803,0.9614,0.7107,0.5512,1.0,1.0,0.829,0.708,0.8148,0.6875,1.0,1.0
1128.png,True,0.5728,0,104,256,170,76,256,96,256,0.8223,0.719,0.9334,0.8595,0.9775,54.49,234.3,730.3,0.96,0.9231,0.7818,0.6417,1.0,1.0,0.8487,0.7372,0.6897,0.5263,0.6536,0.4855
2500.png,True,0.6935,0,81,254,181,114,256,128,256,0.8934,0.8205,0.9668,0.9363,0.9855,45.08,286.45,610.59,0.9805,0.9618,0.7385,0.5854,0.8208,0.6961,0.8566,0.7492,0.964,0.9305,1.0,1.0
105.png,True,0.5007,0,60,256,161,115,256,128,256,0.7683,0.7393,0.9942,0.992,0.992,50.06,289.98,532.96,0.9971,0.9942,0.6128,0.4417,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1384.png,True,0.4898,0,38,255,153,131,256,160,256,0.4519,0.396,0.887,0.88,0.962,46.72,368.72,898.78,0.9396,0.886,0.5309,0.3614,0.1571,0.0853,0.0,0.0,0.0836,0.0436,1.0,1.0
653.png,True,0.5723,0,75,254,193,134,256,160,256,0.7905,0.7059,0.9607,0.8853,0.9831,46.17,365.72,894.08,0.9826,0.9658,0.6865,0.5227,0.6357,0.466,1.0,1.0,0.4384,0.2808,1.0,1.0
572.png,True,0.5162,0,118,255,202,96,256,96,256,0.8725,0.7985,0.9805,0.9832,0.9951,45.83,225.05,539.32,0.9899,0.98,0.738,0.5848,0.8458,0.7328,1.0,1.0,0.6611,0.4938,1.0,1.0
2585.png,True,0.6693,0,42,256,152,126,256,128,256,0.6138,0.5702,0.9672,0.8185,0.9887,45.71,310.44,545.3,0.9815,0.9637,0.0,0.0,0.0,0.0,0.9009,0.8196,0.9103,0.8354,0.8904,0.8025
256.png,True,0.6514,0,17,256,255,256,256,256,256,0.9467,0.9187,0.9923,0.9872,0.9872,44.41,573.78,1036.66,0.9961,0.9922,0.6842,0.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3013.png,True,0.4454,0,98,254,163,75,256,96,256,0.6759,0.6285,0.9179,0.9284,0.9577,45.7,220.24,514.99,0.9596,0.9224,0.2845,0.1658,0.0,0.0,1.0,1.0,0.8113,0.6826,1.0,1.0
827.png,True,0.5423,0,67,255,255,202,256,224,256,0.7246,0.6679,0.9763,0.7902,0.9866,45.83,491.38,821.64,0.9894,0.979,0.694,0.5314,0.6639,0.4969,1.0,1.0,0.0,0.0,1.0,1.0
154.png,True,0.4073,3,93,256,172,91,256,96,256,0.5072,0.4776,0.9379,0.6583,0.9753,47.16,223.69,559.22,0.9655,0.9333,1.0,1.0,0.918,0.8484,0.1174,0.0623,0.0425,0.0217,0.0,0.0
1936.png,True,0.3901,4,103,256,154,59,256,64,256,0.7752,0.701,0.9347,0.9135,0.9576,47.04,157.18,444.71,0.9652,0.9328,0.2326,0.1316,1.0,1.0,0.7273,0.5714,0.7264,0.5703,1.0,1.0
241.png,True,0.5558,0,23,256,256,249,256,256,256,0.4395,0.4098,0.9808,0.9918,0.9918,47.35,680.15,917.77,0.9903,0.9808,0.6467,0.4778,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2896.png,True,0.5306,0,91,255,176,97,256,128,256,0.6649,0.5866,0.9677,0.8657,0.9791,70.2,426.43,722.44,0.9851,0.9706,0.7702,0.6263,0.0,0.0,0.4771,0.3133,0.7571,0.6092,1.0,1.0
285.png,True,0.4733,1,80,256,132,60,256,64,256,0.9387,0.8981,0.9667,0.9763,0.9854,71.96,232.04,569.98,0.982,0.9647,0.737,0.5836,1.0,1.0,0.9133,0.8404,1.0,1.0,1.0,1.0
1216.png,True,0.3316,0,75,253,139,72,256,96,256,0.6044,0.5337,0.9232,0.8584,0.9633,72.99,347.54,629.1,0.9636,0.9297,0.2984,0.1754,0.8677,0.7663,0.0,0.0,0.497,0.3307,1.0,1.0
512.png,True,0.4952,0,50,255,119,79,256,96,256,0.7417,0.6796,0.9639,0.7978,0.9842,68.75,318.25,611.5,0.9809,0.9625,0.7261,0.57,0.0,0.0,0.8633,0.7595,0.8798,0.7855,1.0,1.0
87.png,True,0.6583,0,83,256,168,97,256,128,256,0.8733,0.7892,0.9517,0.9351,0.9831,87.65,434.89,864.62,0.9689,0.9397,0.8258,0.7033,0.9225,0.8562,0.7035,0.5426,0.819,0.6935,1.0,1.0
2487.png,True,0.8018,0,73,256,195,140,256,160,256,0.8381,0.7562,0.9533,0.9672,0.9892,80.51,538.46,851.53,0.9725,0.9466,0.836,0.7182,0.4802,0.3159,0.7931,0.6572,0.9469,0.8991,1.0,1.0
1327.png,True,0.4917,0,103,256,198,109,256,128,256,0.6992,0.6453,0.9673,0.8807,0.9798,44.62,287.12,593.2,0.9852,0.9708,0.7549,0.6063,0.0,0.0,1.0,1.0,0.455,0.2945,1.0,1.0
1536.png,True,0.6805,0,58,256,134,86,256,96,256,0.7699,0.7257,0.97,0.7894,0.9785,45.34,224.36,536.91,0.9863,0.9729,0.7877,0.6498,0.8451,0.7318,0.0,0.0,1.0,1.0,1.0,1.0
665.png,True,0.5822,0,77,253,188,127,256,128,256,0.9207,0.8734,0.9784,0.9448,0.9704,46.48,281.12,546.55,0.9887,0.9776,0.6795,0.5146,0.8561,0.7484,1.0,1.0,1.0,1.0,1.0,1.0
1409.png,True,0.5207,0,24,255,138,130,256,160,256,0.7831,0.6727,0.9569,0.8785,0.9816,45.27,347.89,723.72,0.9809,0.9624,0.6466,0.4777,0.7458,0.5947,1.0,1.0,0.5827,0.4111,0.7425,0.5904
1571.png,True,0.604,0,68,256,152,96,256,96,256,0.77,0.6787,0.9492,0.7712,0.9687,45.41,228.74,1120.17,0.9769,0.9549,0.7609,0.614,0.2766,0.1605,0.8328,0.7135,0.7727,0.6296,1.0,1.0
619.png,True,0.5025,0,121,254,197,86,256,96,256,0.9228,0.8737,0.9805,0.9882,0.9922,47.89,217.61,753.45,0.9898,0.9798,0.7948,0.6594,1.0,1.0,0.7524,0.6031,1.0,1.0,1.0,1.0
1652.png,True,0.488,0,91,254,161,80,256,96,256,0.8748,0.8172,0.9801,0.9397,0.9698,44.96,235.02,753.43,0.9898,0.9799,0.5744,0.4029,1.0,1.0,1.0,1.0,0.6844,0.5202,1.0,1.0
508.png,True,0.4267,0,53,255,113,68,256,96,256,0.7403,0.6591,0.9578,0.7747,0.9758,46.59,221.17,616.0,0.9778,0.9565,0.6844,0.5202,0.125,0.0667,0.8429,0.7284,0.8115,0.6828,1.0,1.0
1550.png,True,0.411,0,102,254,154,60,256,64,256,0.6413,0.557,0.9277,0.7791,0.9682,61.36,156.93,457.81,0.9686,0.9392,0.6598,0.4923,0.4614,0.2999,0.7581,0.6105,0.0,0.0,1.0,1.0
102.png,True,0.6822,0,84,256,171,99,256,128,256,0.8152,0.7182,0.954,0.8932,0.9858,48.08,293.39,659.2,0.9722,0.9459,0.7204,0.563,0.9319,0.8725,0.6524,0.4842,0.6144,0.4434,1.0,1.0
2498.png,True,0.6166,0,91,254,187,110,256,128,256,0.8448,0.7536,0.9515,0.9435,0.9862,46.35,293.59,596.22,0.9733,0.9481,0.7534,0.6043,0.607,0.4358,0.8476,0.7355,0.8875,0.7977,1.0,1.0
2273.png,True,0.7019,0,3,256,145,155,256,160,256,0.8781,0.8089,0.9841,0.924,0.9858,44.97,394.97,663.89,0.9932,0.9865,0.6071,0.4358,0.8324,0.7129,0.8359,0.7181,1.0,1.0,1.0,1.0
2760.png,True,0.6818,0,86,255,164,88,256,96,256,0.9398,0.894,0.9662,0.9621,0.9876,45.07,219.49,732.26,0.9779,0.9568,0.8336,0.7147,1.0,1.0,0.8539,0.745,0.9731,0.9476,1.0,1.0
1417.png,True,0.5408,0,1,256,130,139,256,160,256,0.8664,0.7917,0.9809,0.9347,0.9802,46.87,351.46,725.72,0.9901,0.9803,0.6093,0.4382,0.8006,0.6675,1.0,1.0,0.7984,0.6644,1.0,1.0
30.png,True,0.7164,0,61,256,157,110,256,128,256,0.6085,0.5651,0.9403,0.6502,0.9867,45.87,324.91,582.94,0.9633,0.9292,1.0,1.0,0.0,0.0,0.8208,0.6961,0.0,0.0,0.867,0.7653
2892.png,True,0.5065,0,90,255,183,107,256,128,256,0.83,0.7466,0.9771,0.8711,0.9727,47.73,284.21,4973.97,0.9886,0.9774,0.7574,0.6096,1.0,1.0,0.6328,0.4629,0.6009,0.4295,1.0,1.0
1324.png,True,0.4682,1,70,256,142,82,256,96,256,0.9418,0.9007,0.9846,0.9835,0.9896,46.61,219.55,538.01,0.9919,0.9839,0.7942,0.6587,0.8646,0.7615,1.0,1.0,1.0,1.0,1.0,1.0
1478.png,True,0.7279,0,113,255,199,98,256,128,256,0.8165,0.7726,0.9784,0.8906,0.993,48.58,308.87,730.3,0.9875,0.9753,0.8037,0.6718,1.0,1.0,0.9487,0.9024,0.1591,0.0864,1.0,1.0
1495.png,True,0.652,0,84,256,153,79,256,96,256,0.92,0.8705,0.9781,0.9564,0.9854,45.13,220.2,525.97,0.9886,0.9774,0.7193,0.5617,1.0,1.0,1.0,1.0,0.8121,0.6837,1.0,1.0
1608.png,True,0.6609,0,35,255,194,181,256,192,256,0.9218,0.8761,0.986,0.9769,0.9879,46.59,426.58,692.68,0.9928,0.9857,0.6685,0.5021,0.8694,0.7689,1.0,1.0,1.0,1.0,1.0,1.0
525.png,True,0.5357,0,105,256,195,102,256,128,256,0.6981,0.6073,0.9354,0.7243,0.9859,45.91,296.21,715.8,0.975,0.9512,0.678,0.5128,0.8311,0.711,0.1393,0.0749,0.5655,0.3942,1.0,1.0
1062.png,True,0.8216,0,98,255,209,127,256,128,256,0.9299,0.8776,0.9657,0.983,0.9919,45.46,282.15,547.68,0.9765,0.9541,0.821,0.6963,1.0,1.0,0.8382,0.7215,0.9437,0.8934,1.0,1.0
3025.png,True,0.5487,0,21,255,137,132,256,160,256,0.9264,0.8787,0.9817,0.9639,0.9774,46.43,368.78,732.74,0.9906,0.9813,0.7585,0.611,1.0,1.0,0.8096,0.6801,1.0,1.0,1.0,1.0
1071.png,True,0.5633,0,49,256,240,217,256,224,256,0.8733,0.7981,0.9869,0.9051,0.9755,44.49,472.09,752.55,0.9935,0.9871,0.7486,0.5982,0.6931,0.5303,0.8044,0.6728,1.0,1.0,1.0,1.0
