fname,detected,yolo_conf,box_x1,box_y1,box_x2,box_y2,crop_h,crop_w,seg_input_h,seg_input_w,dice,iou,pixel_accuracy,sensitivity,specificity,t_detect_ms,t_seg_ms,t_total_ms,dice_Background,iou_Background,dice_Retinal Layer,iou_Retinal Layer,dice_PED,iou_PED,dice_SRF,iou_SRF,dice_IRF,iou_IRF,dice_RPE,iou_RPE
1285.png,True,0.4729,1,168,570,227,83,570,64,256,0.9643,0.9401,0.9798,0.9807,0.9807,171.43,202.13,446.02,0.9894,0.979,0.7964,0.6617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
859.png,True,0.7186,36,124,561,216,128,570,96,256,0.7506,0.6912,0.9578,0.9722,0.9857,162.47,297.17,531.4,0.9759,0.9529,0.8387,0.7222,0.0,0.0,1.0,1.0,0.9068,0.8295,0.7822,0.6423
2068.png,True,0.8994,23,102,561,266,230,570,160,256,0.8087,0.7112,0.957,0.8661,0.9902,253.11,544.88,891.76,0.9781,0.9571,0.4188,0.2649,0.8811,0.7875,0.8918,0.8047,0.8171,0.6908,0.8652,0.7625
2933.png,True,0.8568,0,106,569,223,163,570,128,256,0.8445,0.7422,0.9524,0.916,0.9886,238.15,458.26,806.76,0.9693,0.9404,0.8636,0.76,0.8404,0.7248,0.6684,0.5019,0.9206,0.8529,0.8049,0.6735
738.png,True,0.5277,0,146,567,246,140,570,96,256,0.962,0.937,0.9806,0.9791,0.9791,261.14,369.66,732.49,0.9898,0.9799,0.7821,0.6422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1654.png,True,0.5823,2,169,567,229,84,570,64,256,0.9205,0.8702,0.9678,0.9258,0.9654,239.25,250.14,580.62,0.9828,0.9662,0.7365,0.5829,1.0,1.0,1.0,1.0,0.8038,0.672,1.0,1.0
319.png,True,0.8279,0,89,570,204,161,570,128,256,0.8542,0.7608,0.9576,0.893,0.9767,250.2,479.06,823.58,0.9776,0.9561,0.7699,0.6259,0.7087,0.5489,0.8122,0.6838,1.0,1.0,0.857,0.7498
2041.png,True,0.4332,1,127,389,240,159,447,128,224,0.7141,0.6437,0.971,0.9276,0.9769,254.27,460.89,810.77,0.9849,0.9703,0.0,0.0,1.0,1.0,0.7506,0.6007,0.6634,0.4963,0.8858,0.795
225.png,True,0.6504,0,166,569,256,126,570,96,256,0.9157,0.8578,0.9687,0.9422,0.9898,165.36,252.78,492.04,0.9818,0.9642,0.7342,0.58,1.0,1.0,0.9172,0.8471,0.8607,0.7555,1.0,1.0
1523.png,True,0.5483,0,170,540,266,134,570,96,256,0.7245,0.6031,0.9322,0.9408,0.9824,184.53,258.84,513.95,0.9626,0.9279,0.5502,0.3795,0.4297,0.2736,0.6953,0.5329,0.785,0.6461,0.924,0.8587
1298.png,True,0.2862,0,218,280,266,68,322,64,160,0.4964,0.4338,0.9123,0.8973,0.9335,174.09,140.05,387.71,0.9554,0.9146,0.4867,0.3216,0.5366,0.3667,0.0,0.0,0.0,0.0,1.0,1.0
1447.png,True,0.7352,0,148,568,250,142,570,96,256,0.925,0.8816,0.9731,0.9783,0.9893,165.79,263.07,501.36,0.9858,0.972,0.6604,0.4929,1.0,1.0,0.9041,0.825,1.0,1.0,1.0,1.0
1399.png,True,0.6039,0,41,484,196,217,557,160,256,0.7038,0.6292,0.9762,0.701,0.973,172.95,373.25,618.55,0.9883,0.9769,0.6375,0.4678,0.0,0.0,1.0,1.0,0.8235,0.7,0.7734,0.6305
1055.png,True,0.8206,9,190,569,296,148,570,128,256,0.7628,0.7144,0.9754,0.9708,0.9939,178.79,312.61,561.34,0.9847,0.9698,0.7461,0.5951,0.0,0.0,0.8735,0.7754,0.9722,0.946,1.0,1.0
2775.png,True,0.6432,0,126,569,216,126,570,96,256,0.9384,0.8927,0.9547,0.96,0.9852,160.26,249.78,480.65,0.9727,0.9469,0.7865,0.6482,1.0,1.0,0.9055,0.8273,0.9656,0.9335,1.0,1.0
2213.png,True,0.5591,0,3,372,228,273,428,192,192,0.7511,0.7006,0.9822,0.9412,0.9805,177.43,400.63,649.63,0.9925,0.985,0.7612,0.6145,0.0,0.0,1.0,1.0,0.7531,0.604,1.0,1.0
712.png,True,0.5812,0,156,568,229,103,570,96,256,0.8255,0.7643,0.9036,0.8958,0.9688,168.07,272.93,513.24,0.9533,0.9108,0.5843,0.4127,1.0,1.0,0.4157,0.2624,1.0,1.0,1.0,1.0
2935.png,True,0.6729,1,155,570,250,133,570,96,256,0.7069,0.6344,0.9683,0.8039,0.9795,170.33,256.31,500.25,0.9831,0.9667,0.7112,0.5519,1.0,1.0,0.6639,0.4969,0.8832,0.7908,0.0,0.0
410.png,True,0.5209,152,172,570,301,181,481,128,224,0.6615,0.6118,0.9758,0.9305,0.945,163.0,304.1,541.6,0.989,0.9783,0.0,0.0,0.6823,0.5178,0.2979,0.175,1.0,1.0,1.0,1.0
1038.png,True,0.7194,19,132,430,286,216,492,160,224,0.7426,0.6787,0.956,0.9621,0.9862,174.23,351.93,600.39,0.9752,0.9517,0.8145,0.6871,0.7835,0.6441,0.0,0.0,1.0,1.0,0.8822,0.7892
399.png,True,0.7562,0,168,564,271,145,570,128,256,0.9287,0.8821,0.982,0.9798,0.9867,161.23,334.8,567.48,0.9906,0.9813,0.8302,0.7097,0.7513,0.6016,1.0,1.0,1.0,1.0,1.0,1.0
2413.png,True,0.6164,1,203,570,280,107,570,96,256,0.8455,0.7879,0.9671,0.9423,0.9819,162.77,245.81,482.3,0.9819,0.9645,0.8304,0.7099,1.0,1.0,0.3445,0.2081,0.9159,0.8449,1.0,1.0
2820.png,True,0.5558,1,67,565,148,113,570,96,256,0.6504,0.5276,0.9127,0.8685,0.9752,181.86,258.03,513.51,0.949,0.903,0.6823,0.5178,0.7905,0.6536,0.5252,0.3561,0.7799,0.6392,0.1752,0.096
1481.png,True,0.4284,3,171,569,223,72,570,64,256,0.9504,0.9206,0.9563,0.968,0.968,163.93,180.16,433.45,0.9763,0.9536,0.7262,0.5701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
425.png,True,0.6795,2,219,569,334,161,570,128,256,0.9662,0.943,0.9845,0.9797,0.9797,165.73,328.41,564.05,0.9919,0.984,0.8051,0.6738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
305.png,True,0.642,0,76,570,189,159,570,128,256,0.7287,0.6603,0.963,0.9495,0.9861,165.76,354.14,592.23,0.9836,0.9678,0.7209,0.5636,0.8377,0.7208,0.8301,0.7096,0.0,0.0,1.0,1.0
1119.png,True,0.7165,0,162,570,262,140,570,96,256,0.8728,0.7886,0.9424,0.9193,0.9842,252.95,363.04,719.36,0.9695,0.9409,0.6883,0.5247,0.8539,0.745,0.8229,0.6991,1.0,1.0,0.9024,0.8222
235.png,True,0.5431,1,149,568,243,132,570,96,256,0.9031,0.8346,0.9309,0.962,0.9817,254.64,382.06,730.44,0.9564,0.9164,0.7807,0.6403,1.0,1.0,0.8251,0.7023,0.8563,0.7487,1.0,1.0
2003.png,True,0.5059,144,203,567,251,68,489,64,224,0.5539,0.4928,0.9072,0.7575,0.9343,243.02,292.4,641.49,0.9568,0.9172,0.65,0.4815,1.0,1.0,0.0,0.0,0.7164,0.5582,0.0,0.0
1141.png,True,0.7804,3,187,566,301,160,570,128,256,0.7387,0.6745,0.9723,0.8059,0.9914,255.46,445.23,807.34,0.9858,0.9719,0.7986,0.6647,0.8841,0.7923,0.7639,0.618,0.0,0.0,1.0,1.0
2932.png,True,0.8531,0,108,567,221,159,570,128,256,0.6823,0.5886,0.9315,0.7656,0.9852,248.24,495.85,844.1,0.9553,0.9143,0.7301,0.575,0.0,0.0,0.6992,0.5375,0.9239,0.8586,0.7851,0.6463
2717.png,True,0.506,184,118,568,185,93,444,64,224,0.9406,0.899,0.9732,0.9609,0.9793,261.64,276.29,634.99,0.9854,0.9713,0.7784,0.6372,1.0,1.0,1.0,1.0,0.8799,0.7856,1.0,1.0
2369.png,True,0.6893,1,115,570,188,103,570,96,256,0.6211,0.5593,0.8921,0.9639,0.9771,213.2,253.55,562.95,0.938,0.8833,0.7766,0.6348,0.0,0.0,0.8613,0.7563,1.0,1.0,0.1509,0.0816
1178.png,True,0.6028,1,149,570,201,72,570,64,256,0.7811,0.7406,0.9359,0.8062,0.9774,161.94,201.02,434.73,0.9597,0.9225,0.8427,0.7282,1.0,1.0,0.8845,0.7929,0.0,0.0,1.0,1.0
1386.png,True,0.5372,8,76,418,162,120,480,96,224,0.8242,0.7679,0.975,0.8996,0.9606,164.91,272.18,508.91,0.9874,0.9751,0.4299,0.2738,1.0,1.0,1.0,1.0,0.5276,0.3583,1.0,1.0
349.png,True,0.5865,64,112,526,195,117,570,96,256,0.8805,0.8114,0.9354,0.9662,0.9837,162.97,265.63,501.91,0.9585,0.9203,0.6393,0.4699,0.7505,0.6006,1.0,1.0,0.9348,0.8775,1.0,1.0
2472.png,False,0.0,0,0,570,380,380,570,256,256,0.6775,0.5978,0.9917,0.9092,0.9783,170.93,632.33,875.54,0.9958,0.9917,0.5936,0.422,1.0,1.0,0.0,0.0,0.6905,0.5273,0.7849,0.6459
460.png,True,0.5129,0,76,559,175,139,570,96,256,0.8693,0.7951,0.9764,0.9654,0.9826,163.14,254.0,490.87,0.9877,0.9757,0.7545,0.6058,1.0,1.0,0.6296,0.4595,0.8438,0.7297,1.0,1.0
1903.png,True,0.7029,1,77,470,167,126,540,96,256,0.7239,0.6531,0.9256,0.9584,0.9829,163.5,251.73,487.72,0.9538,0.9117,0.685,0.5209,0.8672,0.7656,0.8376,0.7205,1.0,1.0,0.0,0.0
9.png,True,0.6501,23,0,565,183,220,570,160,256,0.7512,0.7042,0.9813,0.7802,0.971,163.71,561.21,797.67,0.9903,0.9808,0.6542,0.4861,0.8626,0.7583,0.0,0.0,1.0,1.0,1.0,1.0
1047.png,True,0.2944,207,169,568,235,92,417,64,192,0.8606,0.7844,0.9567,0.8941,0.9693,224.18,254.08,717.89,0.9767,0.9545,0.6265,0.4562,1.0,1.0,0.6949,0.5325,0.8655,0.763,1.0,1.0
832.png,True,0.7888,1,159,447,365,262,514,192,256,0.9248,0.8763,0.9792,0.9808,0.9914,224.78,663.67,982.33,0.9891,0.9785,0.757,0.6091,0.8025,0.6702,1.0,1.0,1.0,1.0,1.0,1.0
2866.png,True,0.5244,4,124,489,203,111,562,96,256,0.8558,0.7771,0.9609,0.9502,0.9755,229.84,359.71,701.24,0.9796,0.96,0.6463,0.4775,0.8347,0.7162,0.6742,0.5086,1.0,1.0,1.0,1.0
63.png,True,0.7028,1,119,570,248,181,570,128,256,0.8958,0.8388,0.9712,0.9891,0.9932,218.75,418.46,731.24,0.9837,0.9679,0.5951,0.4236,1.0,1.0,0.8372,0.7201,0.9589,0.921,1.0,1.0
995.png,True,0.7837,0,120,570,204,118,570,96,256,0.6775,0.6103,0.9571,0.9272,0.9846,328.81,553.45,1013.22,0.982,0.9647,0.753,0.6039,0.9013,0.8203,0.4289,0.273,0.0,0.0,1.0,1.0
1951.png,True,0.693,28,173,557,266,131,570,96,256,0.8372,0.7255,0.9282,0.9334,0.9805,499.77,679.51,1549.85,0.9562,0.9161,0.7475,0.5968,0.8492,0.7379,0.8549,0.7466,0.8271,0.7052,0.7882,0.6504
604.png,True,0.7302,0,215,568,284,97,570,96,256,0.9197,0.8631,0.9612,0.9317,0.9873,484.33,555.98,1199.51,0.9749,0.9511,0.7688,0.6244,1.0,1.0,0.942,0.8903,0.8324,0.713,1.0,1.0
2712.png,True,0.4234,117,109,568,172,89,521,64,256,0.8408,0.7958,0.9767,0.8477,0.9782,250.64,256.75,613.75,0.9899,0.98,0.7747,0.6323,1.0,1.0,1.0,1.0,0.28,0.1628,1.0,1.0
2349.png,True,0.8527,0,125,567,270,203,570,160,256,0.7244,0.6559,0.9665,0.7571,0.9912,267.73,558.84,937.68,0.9849,0.9702,0.744,0.5924,0.8889,0.8001,0.7285,0.573,0.0,0.0,1.0,1.0
1754.png,True,0.5753,5,185,569,269,118,570,96,256,0.8476,0.7659,0.9567,0.9194,0.9821,251.86,355.77,704.15,0.9798,0.9604,0.7674,0.6226,0.7341,0.5799,1.0,1.0,0.604,0.4326,1.0,1.0
2632.png,True,0.8241,0,213,569,311,138,570,96,256,0.5262,0.4386,0.9283,0.7931,0.9754,258.58,425.92,776.13,0.972,0.9455,0.7207,0.5633,0.6843,0.5201,0.0475,0.0243,0.7329,0.5783,0.0,0.0
704.png,True,0.7018,1,111,570,238,177,570,128,256,0.8024,0.6794,0.9465,0.8911,0.9834,269.71,420.74,789.08,0.9739,0.9491,0.7598,0.6127,0.7613,0.6146,0.7738,0.631,0.7058,0.5453,0.8398,0.7238
2773.png,True,0.655,0,127,568,213,120,570,96,256,0.9246,0.8683,0.9539,0.9308,0.9842,170.74,251.28,512.6,0.9717,0.9449,0.8109,0.682,1.0,1.0,0.9169,0.8465,0.8483,0.7365,1.0,1.0
1496.png,True,0.6454,0,134,570,215,113,570,96,256,0.9087,0.855,0.9737,0.9354,0.9725,170.39,247.54,490.59,0.9862,0.9728,0.7317,0.5769,1.0,1.0,1.0,1.0,0.7342,0.58,1.0,1.0
1904.png,True,0.7181,1,87,467,183,134,537,96,256,0.5074,0.4256,0.9135,0.9379,0.978,168.57,246.77,499.1,0.9544,0.9128,0.685,0.5209,0.8436,0.7294,0.5615,0.3904,0.0,0.0,0.0,0.0
259.png,True,0.4513,268,50,570,246,274,347,192,160,0.8935,0.8679,0.9794,0.9926,0.9926,163.76,367.29,603.08,0.9895,0.9793,0.3715,0.2281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1473.png,True,0.5598,2,184,569,251,93,570,64,256,0.9254,0.8757,0.9572,0.973,0.9846,164.77,186.8,430.24,0.9762,0.9535,0.7929,0.6569,1.0,1.0,0.7834,0.644,1.0,1.0,1.0,1.0
2208.png,True,0.6221,1,16,349,241,286,401,224,192,0.8804,0.823,0.9819,0.9647,0.9877,167.08,460.05,700.98,0.9912,0.9826,0.611,0.4399,0.6804,0.5156,1.0,1.0,1.0,1.0,1.0,1.0
2053.png,True,0.3938,239,64,570,179,161,381,128,192,0.6329,0.6084,0.9508,0.9531,0.9794,161.53,284.0,522.1,0.9765,0.954,0.0,0.0,0.821,0.6963,1.0,1.0,0.0,0.0,1.0,1.0
1161.png,True,0.7351,0,187,569,312,175,570,128,256,0.9096,0.8567,0.9829,0.9644,0.9797,172.48,316.71,566.47,0.9912,0.9826,0.7316,0.5768,1.0,1.0,0.7348,0.5808,1.0,1.0,1.0,1.0
2639.png,True,0.5541,158,167,567,292,175,473,128,224,0.6357,0.5525,0.9412,0.8131,0.9811,166.3,319.45,557.85,0.9685,0.939,0.7552,0.6067,0.6683,0.5018,1.0,1.0,0.4219,0.2673,0.0,0.0
2505.png,True,0.4164,7,168,521,215,65,570,64,256,0.8798,0.8042,0.9301,0.8921,0.9676,180.95,181.84,437.51,0.9575,0.9185,0.7467,0.5958,0.8627,0.7586,1.0,1.0,0.7116,0.5524,1.0,1.0
483.png,True,0.3148,28,138,569,257,167,570,128,256,0.7796,0.7399,0.9724,0.9845,0.9932,168.9,324.61,583.19,0.985,0.9704,0.8209,0.6962,1.0,1.0,0.0,0.0,0.872,0.7731,1.0,1.0
816.png,True,0.4855,0,173,418,241,96,481,96,224,0.4867,0.453,0.9348,0.8153,0.9668,168.45,262.28,508.74,0.9684,0.9387,0.8354,0.7173,0.0,0.0,0.0,0.0,0.1166,0.0619,1.0,1.0
2946.png,True,0.7501,0,148,568,268,168,570,128,256,0.7426,0.6456,0.9585,0.779,0.9777,170.16,349.98,592.04,0.9814,0.9635,0.8287,0.7075,0.396,0.2469,0.7983,0.6643,1.0,1.0,0.451,0.2912
1874.png,True,0.3071,97,230,497,276,64,520,64,256,0.453,0.3819,0.7205,0.4367,0.8813,179.51,194.41,449.59,0.8139,0.6861,0.0,0.0,0.6002,0.4288,0.2898,0.1694,0.0142,0.0072,1.0,1.0
331.png,True,0.778,0,86,569,217,183,570,128,256,0.7141,0.6444,0.9672,0.9452,0.9851,174.81,355.33,609.57,0.9813,0.9633,0.7597,0.6125,0.0,0.0,0.8969,0.8131,0.6466,0.4777,1.0,1.0
510.png,True,0.8316,4,80,568,185,147,570,128,256,0.7494,0.6899,0.9498,0.7691,0.9747,179.44,341.19,600.66,0.9713,0.9443,0.7546,0.6059,0.0,0.0,0.8652,0.7625,0.9053,0.8269,1.0,1.0
753.png,True,0.6717,2,161,557,244,117,570,96,256,0.8424,0.7536,0.9359,0.9421,0.9862,169.12,260.03,512.67,0.9604,0.9238,0.8279,0.7064,0.7278,0.5721,0.5914,0.4199,0.9469,0.8992,1.0,1.0
2839.png,True,0.685,215,132,375,212,112,208,96,96,0.9028,0.8384,0.9226,0.9321,0.9801,201.52,258.45,535.59,0.9487,0.9025,1.0,1.0,0.9362,0.88,0.8214,0.6969,0.7108,0.5513,1.0,1.0
163.png,True,0.5305,212,117,377,240,173,215,128,128,0.8413,0.7644,0.8653,0.9436,0.9738,267.41,307.6,682.1,0.9071,0.8299,1.0,1.0,0.5131,0.3451,1.0,1.0,0.6867,0.5229,0.941,0.8885
1509.png,True,0.6017,0,178,398,255,107,458,96,224,0.7117,0.5854,0.9114,0.8454,0.975,247.87,325.44,666.55,0.9517,0.9079,0.6615,0.4942,0.3362,0.2021,0.8169,0.6905,0.6742,0.5085,0.83,0.7094
1940.png,True,0.5996,0,149,570,218,97,570,96,256,0.7262,0.6573,0.9635,0.9423,0.9808,248.42,363.15,701.31,0.98,0.9608,0.6996,0.538,0.0,0.0,0.8367,0.7192,0.841,0.7257,1.0,1.0
1128.png,True,0.638,0,179,564,253,104,570,96,256,0.6349,0.5358,0.9424,0.6628,0.9774,271.26,356.62,717.05,0.9653,0.933,0.7196,0.5621,0.0,0.0,0.9127,0.8394,0.693,0.5302,0.5188,0.3502
2500.png,True,0.7566,0,149,563,244,133,570,96,256,0.8244,0.737,0.9404,0.8587,0.9643,235.16,379.07,704.85,0.965,0.9324,0.6312,0.4612,0.5608,0.3896,0.8129,0.6848,0.9765,0.9541,1.0,1.0
105.png,True,0.3836,2,138,491,220,114,564,96,256,0.7528,0.7239,0.9904,0.9783,0.9783,256.97,361.82,713.56,0.9951,0.9903,0.5217,0.3529,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1384.png,True,0.566,1,83,405,171,124,466,96,224,0.8171,0.7386,0.9696,0.9369,0.9861,258.91,233.79,582.93,0.9842,0.9688,0.4328,0.2762,0.7927,0.6565,1.0,1.0,0.6929,0.5301,1.0,1.0
653.png,True,0.4008,55,153,495,269,162,561,128,256,0.8174,0.7304,0.9619,0.875,0.9784,162.82,308.47,548.89,0.9836,0.9678,0.6806,0.5159,0.6153,0.4444,1.0,1.0,0.6248,0.4544,1.0,1.0
572.png,True,0.5897,115,203,568,273,98,523,96,256,0.6804,0.5993,0.9476,0.9418,0.9757,178.4,251.38,500.63,0.9716,0.9448,0.6174,0.4465,0.8268,0.7048,1.0,1.0,0.6667,0.5,0.0,0.0
2585.png,True,0.3174,112,66,381,215,209,349,160,160,0.7745,0.7266,0.9513,0.8142,0.9871,161.39,305.45,541.45,0.9712,0.9441,1.0,1.0,0.0,0.0,0.9009,0.8196,0.8811,0.7874,0.8941,0.8084
256.png,True,0.5857,167,53,570,291,334,463,256,224,0.9477,0.9196,0.9897,0.9857,0.9857,180.41,551.32,808.89,0.9948,0.9896,0.6913,0.5282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3013.png,True,0.7605,117,151,568,230,111,521,96,256,0.6628,0.6088,0.8907,0.9087,0.9542,160.79,263.74,499.05,0.9559,0.9156,0.3051,0.18,0.0,0.0,1.0,1.0,0.7155,0.5571,1.0,1.0
827.png,True,0.7663,0,136,405,341,285,466,192,224,0.7328,0.6773,0.9685,0.813,0.9834,159.85,436.12,691.21,0.9847,0.9698,0.745,0.5936,0.6669,0.5002,1.0,1.0,0.0,0.0,1.0,1.0
154.png,True,0.4789,2,125,512,249,174,570,128,256,0.6222,0.5656,0.9527,0.814,0.9815,176.42,309.2,558.73,0.9759,0.953,1.0,1.0,0.8928,0.8063,0.1548,0.0839,0.0,0.0,0.7099,0.5503
1936.png,True,0.4689,12,158,566,216,82,570,64,256,0.7693,0.6956,0.9282,0.8924,0.9546,166.72,182.09,426.57,0.9613,0.9256,0.2097,0.1171,1.0,1.0,0.713,0.554,0.7315,0.5767,1.0,1.0
241.png,True,0.6212,184,55,570,278,313,444,224,224,0.6076,0.5786,0.9889,0.9934,0.9934,183.9,502.41,761.47,0.9944,0.9888,0.6511,0.4827,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2896.png,True,0.6409,0,161,570,253,128,570,96,256,0.884,0.8149,0.9724,0.8977,0.9822,167.59,263.43,503.19,0.9876,0.9754,0.7347,0.5807,1.0,1.0,0.6866,0.5227,0.8953,0.8105,1.0,1.0
285.png,True,0.4853,1,141,568,190,69,570,64,256,0.7764,0.7347,0.9661,0.9801,0.9861,166.42,182.6,431.66,0.9813,0.9632,0.8158,0.6889,0.0,0.0,0.8611,0.756,1.0,1.0,1.0,1.0
1216.png,True,0.6462,2,118,560,221,145,570,128,256,0.7377,0.6616,0.9209,0.8494,0.9756,167.65,324.22,564.89,0.973,0.9474,0.2756,0.1598,0.7273,0.5714,1.0,1.0,0.4504,0.2907,1.0,1.0
512.png,True,0.713,0,92,568,166,104,570,96,256,0.7353,0.6732,0.9579,0.7764,0.9785,161.85,247.47,480.99,0.9773,0.9556,0.6693,0.503,0.0,0.0,0.8637,0.76,0.9013,0.8204,1.0,1.0
87.png,True,0.9035,0,115,568,250,189,570,128,256,0.8938,0.8206,0.9633,0.9808,0.989,167.55,331.47,574.91,0.9774,0.9558,0.754,0.6051,0.919,0.8502,0.7801,0.6395,0.9322,0.873,1.0,1.0
2487.png,True,0.7885,1,129,568,258,181,570,128,256,0.8169,0.7252,0.9436,0.9551,0.9875,158.46,320.61,556.51,0.9662,0.9347,0.7698,0.6257,0.4965,0.3302,0.7285,0.5729,0.9406,0.8879,1.0,1.0
1327.png,True,0.5074,0,185,561,285,140,570,96,256,0.7299,0.6756,0.9753,0.9785,0.9864,182.33,245.85,504.07,0.9872,0.9748,0.7733,0.6304,0.0,0.0,1.0,1.0,0.619,0.4483,1.0,1.0
1536.png,True,0.6347,1,93,567,190,135,570,96,256,0.7545,0.7009,0.9625,0.78,0.9715,162.68,348.62,581.86,0.9829,0.9665,0.7171,0.559,0.7995,0.666,0.0273,0.0138,1.0,1.0,1.0,1.0
665.png,False,0.0,0,0,570,380,380,570,256,256,0.5939,0.5468,0.9466,0.7872,0.975,248.97,908.45,1259.04,0.9722,0.946,0.7177,0.5597,0.8733,0.7751,0.0,0.0,0.0,0.0,1.0,1.0
1409.png,True,0.5891,1,54,545,192,194,570,160,256,0.8105,0.7062,0.9656,0.8629,0.9776,238.82,588.83,919.43,0.9834,0.9674,0.6383,0.4688,0.8033,0.6713,1.0,1.0,0.6557,0.4877,0.782,0.642
1571.png,True,0.5087,2,111,553,209,138,570,96,256,0.7052,0.627,0.9362,0.7306,0.9612,242.52,347.28,693.13,0.9696,0.9409,0.7171,0.5589,0.0,0.0,0.8131,0.6851,0.7317,0.5769,1.0,1.0
619.png,True,0.574,2,222,569,283,85,570,64,256,0.7291,0.6717,0.9588,0.8018,0.9796,236.52,321.68,654.53,0.9779,0.9567,0.7117,0.5524,1.0,1.0,0.6849,0.5208,0.0,0.0,1.0,1.0
1652.png,True,0.3096,0,191,314,231,56,361,64,192,0.6308,0.5904,0.9528,0.8291,0.9333,248.65,260.3,604.01,0.9754,0.952,0.6895,0.5262,1.0,1.0,0.0,0.0,0.1201,0.0639,1.0,1.0
508.png,True,0.7106,0,91,568,163,100,570,96,256,0.7175,0.6498,0.9556,0.7666,0.975,265.75,268.44,628.98,0.9765,0.9541,0.6126,0.4415,0.0,0.0,0.8461,0.7333,0.8698,0.7697,1.0,1.0
1550.png,True,0.6137,8,156,568,216,84,570,64,256,0.6231,0.5349,0.9195,0.7715,0.961,161.52,178.79,413.92,0.9643,0.9311,0.6008,0.4294,0.473,0.3098,0.7005,0.5391,0.0,0.0,1.0,1.0
102.png,True,0.8672,0,128,565,246,166,570,128,256,0.795,0.6949,0.9548,0.8888,0.9874,185.72,316.01,577.8,0.9746,0.9505,0.658,0.4903,0.9193,0.8506,0.6464,0.4775,0.5719,0.4004,1.0,1.0
2498.png,True,0.6409,1,152,565,245,131,570,96,256,0.8598,0.7739,0.9477,0.9576,0.9856,158.89,238.75,493.59,0.9695,0.9409,0.7686,0.6242,0.6444,0.4753,0.8431,0.7288,0.9329,0.8742,1.0,1.0
2273.png,True,0.7687,1,37,447,182,203,514,160,256,0.538,0.462,0.9795,0.7523,0.9756,166.07,380.25,629.98,0.9904,0.9809,0.6787,0.5136,0.7907,0.6539,0.768,0.6233,0.0,0.0,0.0,0.0
2760.png,True,0.6996,0,124,568,226,142,570,96,256,0.9367,0.8894,0.9659,0.9579,0.9868,159.64,259.36,493.74,0.9785,0.9579,0.8132,0.6852,1.0,1.0,0.8601,0.7546,0.9685,0.9389,1.0,1.0
1417.png,True,0.6365,1,26,550,173,202,570,160,256,0.8171,0.7343,0.9779,0.8617,0.9838,162.42,378.35,613.39,0.9905,0.9812,0.6779,0.5127,0.5038,0.3368,1.0,1.0,0.7304,0.5753,1.0,1.0
30.png,True,0.7756,119,94,568,221,177,518,128,256,0.6068,0.5626,0.9373,0.6494,0.9862,167.32,334.61,576.61,0.9613,0.9254,1.0,1.0,0.0,0.0,0.8103,0.6811,0.0,0.0,0.8694,0.769
2892.png,True,0.6503,1,158,567,251,131,570,96,256,0.8189,0.733,0.9694,0.8383,0.9714,160.92,240.57,472.34,0.985,0.9705,0.7164,0.5582,1.0,1.0,0.5959,0.4244,0.6158,0.4449,1.0,1.0
1324.png,True,0.4113,81,108,562,196,124,561,96,256,0.758,0.7123,0.9813,0.7985,0.9827,187.68,250.57,513.28,0.9902,0.9805,0.6904,0.5272,0.8677,0.7663,1.0,1.0,0.0,0.0,1.0,1.0
1478.png,True,0.6901,1,190,570,265,105,570,96,256,0.7885,0.7551,0.9706,0.8048,0.9915,160.01,239.05,470.01,0.9818,0.9642,0.8086,0.6787,1.0,1.0,0.9406,0.8878,0.0,0.0,1.0,1.0
1495.png,True,0.5864,0,127,570,213,120,570,96,256,0.7601,0.7146,0.9767,0.9677,0.984,182.75,246.48,502.04,0.9879,0.976,0.7035,0.5426,1.0,1.0,1.0,1.0,0.8694,0.769,0.0,0.0
1608.png,True,0.5282,0,54,326,258,286,375,224,192,0.9171,0.8722,0.988,0.9504,0.9791,159.82,438.46,670.28,0.9938,0.9877,0.6262,0.4559,0.8825,0.7897,1.0,1.0,1.0,1.0,1.0,1.0
525.png,True,0.6786,180,197,564,274,107,448,96,224,0.7505,0.6987,0.905,0.7752,0.9704,165.66,258.37,509.08,0.9449,0.8955,1.0,1.0,0.8744,0.7768,0.684,0.5198,0.0,0.0,1.0,1.0
1062.png,True,0.8614,2,155,569,294,195,570,160,256,0.9196,0.8598,0.9461,0.9607,0.9872,161.99,397.88,639.22,0.9631,0.9287,0.8193,0.6939,1.0,1.0,0.8303,0.7098,0.905,0.8264,1.0,1.0
3025.png,True,0.7222,0,62,560,207,203,570,160,256,0.917,0.8661,0.9804,0.9568,0.9751,161.68,374.81,609.39,0.9899,0.9801,0.7337,0.5794,1.0,1.0,0.7781,0.6368,1.0,1.0,1.0,1.0
1071.png,True,0.6768,0,114,512,295,253,570,192,256,0.8421,0.7652,0.9822,0.8566,0.9614,167.18,482.49,728.57,0.9909,0.982,0.7454,0.5941,0.5154,0.3472,0.8009,0.6679,1.0,1.0,1.0,1.0
