fname,detected,yolo_conf,box_x1,box_y1,box_x2,box_y2,crop_h,crop_w,seg_input_h,seg_input_w,dice,iou,pixel_accuracy,sensitivity,specificity,t_detect_ms,t_seg_ms,t_total_ms,dice_Background,iou_Background,dice_Retinal Layer,iou_Retinal Layer,dice_PED,iou_PED,dice_SRF,iou_SRF,dice_IRF,iou_IRF,dice_RPE,iou_RPE
1285.png,True,0.3963,0,95,253,157,70,256,96,256,0.9693,0.9476,0.9892,0.9521,0.9521,81.41,414.84,743.59,0.9944,0.9889,0.8214,0.6969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
859.png,True,0.6952,0,82,256,159,87,256,96,256,0.9318,0.8791,0.9685,0.9732,0.988,57.31,270.64,681.08,0.9821,0.9648,0.8932,0.8071,1.0,1.0,1.0,1.0,0.8779,0.7824,0.8375,0.7205
2068.png,True,0.6141,1,64,256,186,140,256,160,256,0.64,0.5428,0.9305,0.6285,0.9637,51.0,413.63,727.1,0.9669,0.9359,0.5092,0.3416,0.6703,0.5041,0.8967,0.8127,0.0,0.0,0.7972,0.6627
2933.png,True,0.8304,0,69,255,179,126,256,128,256,0.8274,0.7138,0.9475,0.8168,0.9661,50.27,325.27,682.9,0.9677,0.9373,0.8049,0.6736,0.7711,0.6275,0.7174,0.5593,0.8775,0.7817,0.8257,0.7031
738.png,True,0.503,0,94,253,170,86,256,96,256,0.9712,0.9503,0.9854,0.9768,0.9768,51.54,255.43,642.4,0.9924,0.9849,0.835,0.7167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1654.png,True,0.5149,0,93,255,158,75,256,96,256,0.9365,0.8929,0.9859,0.9204,0.9641,50.48,286.72,769.2,0.9926,0.9854,0.8409,0.7255,1.0,1.0,1.0,1.0,0.7852,0.6464,1.0,1.0
319.png,True,0.659,0,53,256,156,117,256,128,256,0.8699,0.7859,0.9671,0.8745,0.9722,56.71,337.58,938.7,0.9823,0.9652,0.7956,0.6605,0.6814,0.5168,0.861,0.7558,1.0,1.0,0.8994,0.8172
2041.png,True,0.5938,0,67,255,209,162,256,192,256,0.5761,0.4832,0.9867,0.7574,0.9328,51.52,447.29,998.56,0.9932,0.9866,0.265,0.1527,0.0,0.0,0.7843,0.6452,0.5997,0.4283,0.8142,0.6866
225.png,True,0.6018,0,102,256,180,88,256,96,256,0.7465,0.6927,0.9733,0.9002,0.9852,52.58,262.0,759.05,0.9847,0.9698,0.8783,0.7831,0.0,0.0,0.9491,0.9031,0.6667,0.5,1.0,1.0
1523.png,True,0.6594,0,110,256,194,96,256,96,256,0.8119,0.6932,0.9657,0.8351,0.9677,49.38,245.52,636.42,0.9813,0.9633,0.7186,0.5607,0.7358,0.582,0.8488,0.7373,0.8026,0.6703,0.7847,0.6457
1298.png,True,0.3706,0,124,253,184,68,256,96,256,0.9014,0.8464,0.9793,0.9238,0.9782,54.28,285.5,831.95,0.9893,0.9788,0.7152,0.5566,0.7039,0.5431,1.0,1.0,1.0,1.0,1.0,1.0
1447.png,True,0.5175,0,94,254,177,95,256,96,256,0.954,0.9198,0.9851,0.9745,0.988,52.61,250.82,566.39,0.9921,0.9843,0.8163,0.6896,1.0,1.0,0.9159,0.8449,1.0,1.0,1.0,1.0
1399.png,True,0.5988,0,10,255,133,141,256,160,256,0.7177,0.647,0.9867,0.6944,0.9604,64.54,386.97,1088.28,0.9931,0.9863,0.7452,0.5939,0.0,0.0,1.0,1.0,0.8592,0.7532,0.7084,0.5485
1055.png,True,0.8191,0,125,255,203,88,256,96,256,0.9408,0.8985,0.9782,0.9735,0.9923,68.55,285.85,687.27,0.9861,0.9725,0.7703,0.6264,1.0,1.0,0.9101,0.8351,0.978,0.957,1.0,1.0
2775.png,True,0.7056,0,65,254,153,100,256,128,256,0.9081,0.8535,0.9575,0.8911,0.9683,108.35,489.77,1060.47,0.9752,0.9516,0.6303,0.4602,1.0,1.0,0.9302,0.8695,0.913,0.8399,1.0,1.0
2213.png,True,0.4444,0,0,255,210,225,256,256,256,0.7098,0.6607,0.9875,0.8724,0.9798,77.78,890.93,1236.6,0.9969,0.9939,0.8059,0.6749,0.0,0.0,1.0,1.0,0.4559,0.2953,1.0,1.0
712.png,True,0.6135,0,99,253,160,69,256,96,256,0.8293,0.7853,0.9524,0.8506,0.9206,92.95,444.61,816.29,0.9747,0.9507,0.2245,0.1265,1.0,1.0,0.7764,0.6346,1.0,1.0,1.0,1.0
2935.png,True,0.6965,0,101,256,174,83,256,96,256,0.7297,0.6634,0.9754,0.8073,0.982,75.52,390.39,764.14,0.9868,0.974,0.814,0.6864,1.0,1.0,0.6993,0.5376,0.878,0.7825,0.0,0.0
410.png,True,0.5489,0,105,253,213,124,256,128,256,0.7825,0.7543,0.9837,0.7669,0.9316,85.3,458.4,1023.99,0.9916,0.9834,1.0,1.0,0.7033,0.5424,0.0,0.0,1.0,1.0,1.0,1.0
1038.png,True,0.5643,0,55,256,229,198,256,224,256,0.7539,0.6959,0.9768,0.9649,0.9856,54.33,579.9,1033.86,0.9876,0.9755,0.8645,0.7614,0.8721,0.7733,0.0,0.0,1.0,1.0,0.7989,0.6651
399.png,True,0.5669,0,93,255,188,109,256,128,256,0.9407,0.8991,0.9892,0.92,0.9635,54.89,327.39,722.5,0.9944,0.9889,0.8532,0.7441,0.7965,0.6618,1.0,1.0,1.0,1.0,1.0,1.0
2413.png,True,0.4798,0,124,256,186,70,256,96,256,0.7266,0.6578,0.9323,0.8125,0.9173,49.93,264.64,692.47,0.9649,0.9322,0.3745,0.2304,1.0,1.0,0.2286,0.129,0.7918,0.6554,1.0,1.0
2820.png,True,0.4722,0,54,251,96,48,256,64,256,0.5877,0.4649,0.8638,0.6321,0.9229,52.5,196.84,607.7,0.919,0.8501,0.6667,0.5,0.6779,0.5127,0.68,0.5152,0.5828,0.4112,0.0,0.0
1481.png,True,0.5939,0,102,256,177,85,256,96,256,0.9615,0.9364,0.9807,0.9745,0.9745,53.43,265.74,1722.33,0.9899,0.9801,0.7791,0.6382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
425.png,True,0.5292,0,110,256,232,140,256,160,256,0.975,0.9562,0.9913,0.9852,0.9852,51.66,414.19,777.46,0.9955,0.9911,0.8546,0.7461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
305.png,True,0.5261,0,16,256,126,126,256,128,256,0.6827,0.6057,0.9509,0.8701,0.9425,51.24,343.19,627.09,0.9785,0.9579,0.7766,0.6348,0.5328,0.3632,0.8085,0.6785,0.0,0.0,1.0,1.0
1119.png,True,0.7038,0,104,256,180,86,256,96,256,0.7141,0.6378,0.916,0.7614,0.9634,57.06,275.18,1349.24,0.9583,0.92,0.8375,0.7204,0.7264,0.5704,0.7626,0.6163,1.0,1.0,0.0,0.0
235.png,True,0.7661,0,99,256,169,80,256,96,256,0.9265,0.8741,0.9559,0.8957,0.9684,59.4,305.79,675.05,0.9727,0.9468,0.7656,0.6202,1.0,1.0,0.9563,0.9163,0.8647,0.7616,1.0,1.0
2003.png,True,0.43,0,126,255,173,53,256,64,256,0.9196,0.8638,0.9748,0.9189,0.9785,49.68,179.4,657.42,0.9859,0.9722,0.7393,0.5864,1.0,1.0,1.0,1.0,0.8945,0.8092,0.898,0.8148
1141.png,True,0.4901,0,118,255,206,100,256,128,256,0.7594,0.7043,0.9773,0.7623,0.9848,49.46,337.19,651.57,0.9884,0.977,0.8181,0.6922,0.895,0.81,0.8548,0.7465,0.0,0.0,1.0,1.0
2932.png,True,0.7978,0,69,256,175,120,256,128,256,0.6794,0.5825,0.9347,0.8712,0.9825,86.37,473.0,1412.54,0.9587,0.9207,0.7895,0.6522,0.0,0.0,0.6939,0.5312,0.8768,0.7807,0.7578,0.61
2717.png,True,0.533,0,74,256,130,64,256,64,256,0.9621,0.9317,0.9846,0.9767,0.9874,77.71,291.19,749.09,0.9917,0.9836,0.8666,0.7646,1.0,1.0,1.0,1.0,0.9144,0.8423,1.0,1.0
2369.png,True,0.5846,0,70,254,135,75,256,96,256,0.5772,0.5244,0.9344,0.7951,0.9766,85.9,359.74,888.68,0.9663,0.9349,0.8357,0.7178,0.0,0.0,0.6613,0.494,1.0,1.0,0.0,0.0
1178.png,True,0.5532,0,93,254,136,49,256,64,256,0.7352,0.6905,0.9367,0.7214,0.9612,103.38,285.89,711.3,0.961,0.925,0.5231,0.3542,1.0,1.0,0.927,0.864,0.0,0.0,1.0,1.0
1386.png,True,0.4564,0,38,256,128,102,256,128,256,0.5803,0.5521,0.9908,0.7341,0.8913,58.49,352.91,1716.0,0.9958,0.9917,0.4861,0.3211,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
349.png,True,0.6021,0,68,256,131,71,256,96,256,0.8056,0.7176,0.8834,0.782,0.9381,55.66,262.22,686.29,0.9274,0.8646,0.4371,0.2797,0.7533,0.6042,1.0,1.0,0.7156,0.5572,1.0,1.0
2472.png,True,0.5778,0,64,255,218,176,256,192,256,0.7341,0.6747,0.9939,0.9353,0.9769,50.52,471.2,761.91,0.9969,0.9938,0.6396,0.4702,1.0,1.0,0.0,0.0,0.8753,0.7783,0.8927,0.8061
460.png,True,0.5841,0,36,254,126,102,256,128,256,0.9177,0.859,0.9893,0.9307,0.9685,68.89,341.68,680.47,0.9945,0.989,0.8261,0.7038,1.0,1.0,0.8012,0.6683,0.8846,0.7931,1.0,1.0
1903.png,True,0.6182,0,40,256,119,91,256,96,256,0.8996,0.8322,0.9418,0.9187,0.9577,54.21,258.74,581.72,0.9657,0.9337,0.7404,0.5878,0.7966,0.662,0.8946,0.8094,1.0,1.0,1.0,1.0
9.png,True,0.6304,0,0,254,129,138,256,160,256,0.9204,0.8751,0.9822,0.9293,0.9618,52.94,407.31,741.3,0.9908,0.9817,0.6528,0.4845,0.879,0.7841,1.0,1.0,1.0,1.0,1.0,1.0
1047.png,True,0.4233,0,102,256,166,72,256,96,256,0.9051,0.8429,0.98,0.8688,0.9625,53.09,287.71,621.59,0.9898,0.9798,0.7848,0.6458,1.0,1.0,0.7416,0.5893,0.9146,0.8426,1.0,1.0
832.png,True,0.4124,0,72,255,255,197,256,224,256,0.9368,0.8932,0.9875,0.9472,0.9661,51.58,565.37,1109.81,0.9936,0.9872,0.8207,0.6959,0.8068,0.6762,1.0,1.0,1.0,1.0,1.0,1.0
2866.png,True,0.5058,0,41,253,154,129,256,160,256,0.8997,0.8334,0.9846,0.8994,0.9653,50.71,426.85,999.33,0.992,0.9842,0.7384,0.5853,0.8232,0.6996,0.8448,0.7313,1.0,1.0,1.0,1.0
63.png,True,0.7632,0,83,254,187,118,256,128,256,0.9255,0.8723,0.9761,0.9731,0.9857,52.13,363.27,885.7,0.9865,0.9734,0.7606,0.6137,1.0,1.0,0.8892,0.8006,0.9165,0.8459,1.0,1.0
995.png,True,0.5337,0,58,255,141,95,256,96,256,0.7142,0.647,0.9725,0.9269,0.9759,55.43,261.6,578.52,0.9849,0.9702,0.7901,0.653,0.9026,0.8225,0.6074,0.4361,0.0,0.0,1.0,1.0
1951.png,True,0.7467,0,114,253,187,83,256,96,256,0.7537,0.6163,0.8918,0.7097,0.9385,51.68,264.1,844.52,0.9394,0.8857,0.7683,0.6238,0.656,0.4881,0.816,0.6892,0.6902,0.527,0.6524,0.4841
604.png,True,0.6631,0,130,253,198,78,256,96,256,0.9193,0.8639,0.9673,0.9002,0.9854,51.91,450.57,835.74,0.98,0.9608,0.8593,0.7533,1.0,1.0,0.939,0.8851,0.7377,0.5844,1.0,1.0
2712.png,True,0.4449,0,65,256,124,67,256,96,256,0.8775,0.8207,0.977,0.8602,0.9329,82.06,395.42,939.65,0.988,0.9764,0.7163,0.558,1.0,1.0,1.0,1.0,0.5607,0.3896,1.0,1.0
2349.png,True,0.7025,0,82,254,194,128,256,128,256,0.7417,0.6788,0.9633,0.7439,0.9758,81.16,486.2,981.67,0.9829,0.9664,0.8655,0.7629,0.8575,0.7505,0.7444,0.5929,0.0,0.0,1.0,1.0
1754.png,True,0.5042,0,98,255,186,100,256,128,256,0.8974,0.8302,0.9788,0.9012,0.9739,84.62,508.47,1099.88,0.9902,0.9805,0.8653,0.7626,0.777,0.6354,1.0,1.0,0.7521,0.6027,1.0,1.0
2632.png,True,0.5403,0,137,256,213,86,256,96,256,0.4205,0.3457,0.9054,0.6301,0.9432,92.17,400.25,812.18,0.9671,0.9362,0.7843,0.6452,0.5281,0.3588,0.0323,0.0164,0.211,0.1179,0.0,0.0
704.png,True,0.6403,0,95,254,161,76,256,96,256,0.6123,0.4972,0.9182,0.5708,0.9411,49.48,269.28,724.81,0.9584,0.9201,0.6407,0.4713,0.6675,0.5009,0.757,0.609,0.6505,0.482,0.0,0.0
2773.png,True,0.6804,0,60,254,150,102,256,128,256,0.8658,0.798,0.9608,0.8294,0.968,51.64,364.35,716.06,0.9773,0.9556,0.7092,0.5494,1.0,1.0,0.9385,0.8842,0.57,0.3986,1.0,1.0
1496.png,True,0.6087,3,89,256,156,77,256,96,256,0.8899,0.8396,0.982,0.8834,0.9666,50.75,253.77,655.87,0.9906,0.9814,0.8238,0.7003,1.0,1.0,1.0,1.0,0.5248,0.3557,1.0,1.0
1904.png,True,0.5011,0,41,256,118,87,256,96,256,0.8751,0.7978,0.9355,0.9048,0.9393,51.31,268.29,835.64,0.9637,0.9299,0.7225,0.5655,0.7274,0.5716,0.8372,0.72,1.0,1.0,1.0,1.0
259.png,True,0.6215,0,11,256,255,256,256,256,256,0.9051,0.8784,0.993,0.9979,0.9979,56.98,621.62,1207.49,0.9965,0.9929,0.4344,0.2774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1473.png,True,0.6146,0,101,255,191,102,256,128,256,0.9589,0.9267,0.9866,0.9684,0.984,51.88,346.52,709.86,0.9929,0.9859,0.9051,0.8267,1.0,1.0,0.8556,0.7477,1.0,1.0,1.0,1.0
2208.png,True,0.5052,0,1,255,210,225,256,256,256,0.7541,0.7052,0.9935,0.9343,0.9628,50.75,565.32,1227.85,0.9967,0.9935,0.7344,0.5803,0.7932,0.6573,1.0,1.0,0.0,0.0,1.0,1.0
2053.png,True,0.6184,0,45,256,149,118,256,128,256,0.7833,0.7559,0.9914,0.9286,0.9443,55.72,335.79,732.36,0.9965,0.993,1.0,1.0,0.7033,0.5424,1.0,1.0,0.0,0.0,1.0,1.0
1161.png,True,0.5044,0,111,255,216,119,256,128,256,0.9391,0.8966,0.9895,0.9507,0.9807,52.76,341.88,689.99,0.9946,0.9893,0.8155,0.6885,1.0,1.0,0.8247,0.7018,1.0,1.0,1.0,1.0
2639.png,True,0.4588,3,114,256,218,118,256,128,256,0.6094,0.5228,0.967,0.5847,0.9026,55.87,336.39,787.84,0.9829,0.9664,0.5676,0.3962,0.4667,0.3044,1.0,1.0,0.6394,0.4699,0.0,0.0
2505.png,True,0.3629,0,110,254,154,50,256,64,256,0.7037,0.6414,0.9081,0.6804,0.9378,51.51,185.95,750.9,0.9543,0.9126,0.47,0.3072,0.7554,0.6069,1.0,1.0,0.0423,0.0216,1.0,1.0
483.png,True,0.6754,0,97,255,198,115,256,128,256,0.7661,0.7202,0.9725,0.9152,0.9608,50.48,417.8,1301.26,0.9859,0.9723,0.7842,0.6451,0.0,0.0,1.0,1.0,0.8263,0.704,1.0,1.0
816.png,True,0.5365,0,102,255,171,79,256,96,256,0.6421,0.6231,0.9798,0.8095,0.9551,78.55,374.71,717.7,0.9895,0.9791,0.8634,0.7596,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2946.png,True,0.5242,0,77,255,194,133,256,160,256,0.7658,0.7137,0.9786,0.7945,0.9773,76.66,585.89,1229.84,0.9892,0.9786,0.8593,0.7534,0.865,0.7622,0.8814,0.788,1.0,1.0,0.0,0.0
1874.png,True,0.3178,0,126,253,189,71,256,96,256,0.5881,0.5171,0.8669,0.5551,0.9169,80.6,370.55,1000.69,0.9343,0.8767,0.0,0.0,0.6279,0.4576,0.8132,0.6852,0.1532,0.083,1.0,1.0
331.png,True,0.6876,0,46,256,159,129,256,160,256,0.8966,0.8336,0.9767,0.8561,0.977,88.28,586.19,1181.27,0.9869,0.9741,0.8258,0.7033,1.0,1.0,0.9109,0.8364,0.6557,0.4878,1.0,1.0
510.png,True,0.7745,0,48,255,129,93,256,96,256,0.7607,0.7054,0.9493,0.7599,0.9682,51.7,260.41,882.86,0.9705,0.9428,0.8125,0.6842,0.0,0.0,0.8933,0.8072,0.8876,0.798,1.0,1.0
753.png,True,0.6562,0,97,255,167,80,256,96,256,0.8987,0.8256,0.9625,0.9106,0.9816,52.28,279.67,782.5,0.9778,0.9566,0.8605,0.7551,0.821,0.6963,0.7892,0.6517,0.9441,0.894,1.0,1.0
2839.png,True,0.602,0,89,253,151,70,256,96,256,0.6404,0.5937,0.9588,0.6244,0.9502,51.43,251.47,945.35,0.9778,0.9566,0.0,0.0,0.8554,0.7474,0.883,0.7906,0.1264,0.0675,1.0,1.0
163.png,True,0.5729,1,72,256,172,114,256,128,256,0.9267,0.8738,0.9769,0.957,0.9869,57.97,339.51,674.16,0.9872,0.9747,1.0,1.0,0.7745,0.632,1.0,1.0,0.8719,0.7728,0.9265,0.8631
1509.png,True,0.6464,0,108,256,188,92,256,96,256,0.7774,0.6596,0.9596,0.8122,0.975,49.24,260.62,696.76,0.9775,0.9561,0.6824,0.5179,0.5014,0.3346,0.8415,0.7263,0.8051,0.6738,0.8564,0.7489
1940.png,True,0.4844,0,93,256,152,67,256,96,256,0.8139,0.7486,0.9639,0.7993,0.9519,53.54,246.1,707.26,0.9805,0.9618,0.2848,0.1661,1.0,1.0,0.8553,0.7472,0.7629,0.6167,1.0,1.0
1128.png,True,0.5728,0,104,256,170,76,256,96,256,0.5354,0.4677,0.9537,0.688,0.9671,49.8,251.71,627.31,0.9732,0.9478,0.6883,0.5247,0.0,0.0,0.9491,0.9032,0.6018,0.4304,0.0,0.0
2500.png,True,0.6935,0,81,254,181,114,256,128,256,0.7279,0.6695,0.9416,0.7633,0.9466,54.8,312.19,1600.09,0.9686,0.9391,0.605,0.4337,0.0016,0.0008,0.8144,0.687,0.9778,0.9566,1.0,1.0
105.png,True,0.5007,0,60,256,161,115,256,128,256,0.9503,0.9233,0.9981,0.9472,0.9472,52.27,343.59,731.27,0.9991,0.9981,0.7027,0.5417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1384.png,True,0.4898,0,38,255,153,131,256,160,256,0.7969,0.7136,0.99,0.8325,0.9363,56.64,384.58,973.64,0.995,0.99,0.6209,0.4502,0.6985,0.5367,1.0,1.0,0.4672,0.3048,1.0,1.0
653.png,True,0.5723,0,75,254,193,134,256,160,256,0.8375,0.7544,0.973,0.8603,0.9579,46.67,373.87,1020.06,0.9866,0.9736,0.7316,0.5768,0.595,0.4235,1.0,1.0,0.7117,0.5524,1.0,1.0
572.png,True,0.5162,0,118,255,202,96,256,96,256,0.8351,0.7803,0.9877,0.8516,0.9829,78.65,374.98,836.96,0.9937,0.9875,0.8417,0.7266,0.8895,0.801,1.0,1.0,0.2857,0.1667,1.0,1.0
2585.png,True,0.6693,0,42,256,152,126,256,128,256,0.775,0.7202,0.9621,0.7635,0.9685,80.71,480.75,835.37,0.9795,0.9598,1.0,1.0,0.0544,0.028,0.921,0.8536,0.7876,0.6497,0.9073,0.8303
256.png,True,0.6514,0,17,256,255,256,256,256,256,0.9546,0.9282,0.9935,0.9967,0.9967,80.31,960.3,2215.48,0.9967,0.9934,0.7306,0.5755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3013.png,True,0.4454,0,98,254,163,75,256,96,256,0.7581,0.711,0.9606,0.9172,0.9754,79.73,350.96,802.37,0.9819,0.9644,0.7034,0.5426,0.0,0.0,1.0,1.0,0.8632,0.7593,1.0,1.0
827.png,True,0.5423,0,67,255,255,202,256,224,256,0.9124,0.8517,0.991,0.9269,0.9875,73.57,531.75,1010.79,0.9954,0.9909,0.7924,0.6561,0.8867,0.7965,1.0,1.0,0.8,0.6667,1.0,1.0
154.png,True,0.4073,3,93,256,172,91,256,96,256,0.5907,0.5467,0.9544,0.5667,0.9663,56.31,250.85,768.92,0.9728,0.947,1.0,1.0,0.928,0.8656,0.6316,0.4615,0.0119,0.006,0.0,0.0
1936.png,True,0.3901,4,103,256,154,59,256,64,256,0.7969,0.7245,0.9568,0.8593,0.9464,50.69,187.04,489.75,0.977,0.955,0.3102,0.1835,1.0,1.0,0.8339,0.7152,0.6606,0.4932,1.0,1.0
241.png,True,0.5558,0,23,256,256,249,256,256,256,0.9498,0.9226,0.9974,0.9913,0.9913,54.11,628.41,976.18,0.9987,0.9974,0.6998,0.5382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2896.png,True,0.5306,0,91,255,176,97,256,128,256,0.6044,0.5233,0.9675,0.7378,0.8916,52.42,337.43,778.87,0.9835,0.9676,0.4778,0.3139,0.0,0.0,0.422,0.2674,0.7429,0.5909,1.0,1.0
285.png,True,0.4733,1,80,256,132,60,256,64,256,0.9513,0.9153,0.9788,0.9479,0.9711,53.27,209.06,1659.42,0.9887,0.9776,0.8069,0.6763,1.0,1.0,0.9119,0.8382,1.0,1.0,1.0,1.0
1216.png,True,0.3316,0,75,253,139,72,256,96,256,0.6418,0.5872,0.8778,0.6312,0.9422,50.39,271.57,577.12,0.9622,0.9271,0.0,0.0,0.5965,0.425,1.0,1.0,0.2921,0.171,1.0,1.0
512.png,True,0.4952,0,50,255,119,79,256,96,256,0.739,0.6787,0.9694,0.7416,0.9693,67.75,252.0,648.04,0.9836,0.9677,0.691,0.5279,0.0,0.0,0.9276,0.8649,0.8317,0.712,1.0,1.0
87.png,True,0.6583,0,83,256,168,97,256,128,256,0.8397,0.7488,0.9313,0.891,0.971,52.66,345.65,940.14,0.9595,0.9221,0.8678,0.7665,0.8717,0.7725,0.5496,0.379,0.7897,0.6525,1.0,1.0
2487.png,True,0.8018,0,73,256,195,140,256,160,256,0.7693,0.7229,0.9733,0.7827,0.9764,55.21,435.58,838.59,0.9849,0.9702,0.7885,0.6509,0.0,0.0,0.8703,0.7705,0.9723,0.946,1.0,1.0
1327.png,True,0.4917,0,103,256,198,109,256,128,256,0.7554,0.7059,0.9753,0.9229,0.9731,68.25,373.05,732.61,0.9879,0.9761,0.7951,0.6599,0.0,0.0,1.0,1.0,0.7494,0.5992,1.0,1.0
1536.png,True,0.6805,0,58,256,134,86,256,96,256,0.7795,0.7399,0.9758,0.7789,0.968,111.1,418.78,942.07,0.9877,0.9757,0.8234,0.6998,0.866,0.7637,0.0,0.0,1.0,1.0,1.0,1.0
665.png,True,0.5822,0,77,253,188,127,256,128,256,0.7424,0.6892,0.9781,0.8969,0.9453,79.44,507.53,832.25,0.9887,0.9776,0.7483,0.5979,0.7176,0.5596,1.0,1.0,0.0,0.0,1.0,1.0
1409.png,True,0.5207,0,24,255,138,130,256,160,256,0.8416,0.7441,0.9658,0.861,0.9732,78.5,632.12,1124.89,0.9829,0.9663,0.756,0.6077,0.7711,0.6275,1.0,1.0,0.6963,0.5341,0.8432,0.7289
1571.png,True,0.604,0,68,256,152,96,256,96,256,0.8311,0.74,0.9565,0.7781,0.9552,89.21,413.98,1319.98,0.976,0.9531,0.5427,0.3724,0.7818,0.6417,0.9193,0.8507,0.7671,0.6222,1.0,1.0
619.png,True,0.5025,0,121,254,197,86,256,96,256,0.8976,0.8465,0.9821,0.8938,0.9566,89.9,312.36,915.01,0.9907,0.9817,0.8173,0.691,1.0,1.0,0.5778,0.4062,1.0,1.0,1.0,1.0
1652.png,True,0.488,0,91,254,161,80,256,96,256,0.7132,0.666,0.9889,0.8804,0.9435,67.06,280.85,859.34,0.9944,0.9889,0.8355,0.7175,1.0,1.0,0.0,0.0,0.4493,0.2897,1.0,1.0
508.png,True,0.4267,0,53,255,113,68,256,96,256,0.7467,0.6528,0.9567,0.78,0.9489,49.76,260.57,721.67,0.9765,0.9541,0.3785,0.2334,0.4762,0.3125,0.9,0.8182,0.7488,0.5984,1.0,1.0
1550.png,True,0.411,0,102,254,154,60,256,64,256,0.682,0.6064,0.9472,0.7476,0.953,57.63,193.06,600.01,0.9772,0.9553,0.7048,0.5441,0.541,0.3708,0.8689,0.7681,0.0,0.0,1.0,1.0
102.png,True,0.6822,0,84,256,171,99,256,128,256,0.7046,0.6203,0.9056,0.7678,0.9638,49.27,325.84,743.09,0.9704,0.9425,0.8251,0.7022,0.7686,0.6242,0.5815,0.41,0.0818,0.0427,1.0,1.0
2498.png,True,0.6166,0,91,254,187,110,256,128,256,0.7601,0.7039,0.9634,0.7598,0.9514,48.29,315.06,727.33,0.98,0.9608,0.709,0.5492,0.0415,0.0212,0.8736,0.7756,0.9565,0.9166,1.0,1.0
2273.png,True,0.7019,0,3,256,145,155,256,160,256,0.8382,0.7587,0.9821,0.86,0.9706,49.31,409.68,739.92,0.9922,0.9844,0.6139,0.4429,0.8151,0.6879,0.6079,0.4367,1.0,1.0,1.0,1.0
2760.png,True,0.6818,0,86,255,164,88,256,96,256,0.9385,0.8931,0.9649,0.9392,0.9827,51.0,254.97,765.34,0.9772,0.9555,0.7878,0.6499,1.0,1.0,0.8963,0.812,0.9697,0.9412,1.0,1.0
1417.png,True,0.5408,0,1,256,130,139,256,160,256,0.8985,0.8326,0.9856,0.9396,0.9834,66.47,364.72,982.52,0.9926,0.9853,0.7171,0.559,0.8637,0.7601,1.0,1.0,0.8173,0.6911,1.0,1.0
30.png,True,0.7164,0,61,256,157,110,256,128,256,0.6108,0.5687,0.9481,0.6209,0.9742,46.82,341.58,771.93,0.9689,0.9397,1.0,1.0,0.0,0.0,0.8584,0.7519,0.0,0.0,0.8375,0.7205
2892.png,True,0.5065,0,90,255,183,107,256,128,256,0.8386,0.7577,0.9807,0.8339,0.9524,48.03,319.65,780.09,0.9899,0.9801,0.7759,0.6338,1.0,1.0,0.5673,0.396,0.6984,0.5366,1.0,1.0
1324.png,True,0.4682,1,70,256,142,82,256,96,256,0.944,0.9038,0.987,0.9441,0.9678,50.02,264.73,638.31,0.9932,0.9866,0.8076,0.6773,0.8629,0.7588,1.0,1.0,1.0,1.0,1.0,1.0
1478.png,True,0.7279,0,113,255,199,98,256,128,256,0.7947,0.7664,0.986,0.7835,0.9917,51.34,323.68,895.03,0.9919,0.984,0.8122,0.6838,1.0,1.0,0.9641,0.9306,0.0,0.0,1.0,1.0
1495.png,True,0.652,0,84,256,153,79,256,96,256,0.8755,0.8231,0.9825,0.8765,0.974,58.6,411.06,845.2,0.9909,0.982,0.7793,0.6384,1.0,1.0,1.0,1.0,0.4828,0.3182,1.0,1.0
1608.png,True,0.6609,0,35,255,194,181,256,192,256,0.9344,0.8929,0.9895,0.9662,0.9832,75.78,686.13,1049.37,0.9946,0.9893,0.719,0.5612,0.8931,0.8068,1.0,1.0,1.0,1.0,1.0,1.0
525.png,True,0.5357,0,105,256,195,102,256,128,256,0.7498,0.6861,0.9579,0.7449,0.9738,83.02,483.31,975.82,0.9788,0.9585,0.7595,0.6122,0.889,0.8002,0.8457,0.7327,0.0255,0.0129,1.0,1.0
1062.png,True,0.8216,0,98,255,209,127,256,128,256,0.9352,0.8882,0.9752,0.953,0.9927,74.15,452.23,797.4,0.9832,0.9669,0.7764,0.6345,1.0,1.0,0.8898,0.8015,0.9617,0.9262,1.0,1.0
3025.png,True,0.5487,0,21,255,137,132,256,160,256,0.9455,0.9071,0.9863,0.9481,0.9689,84.37,587.46,1037.97,0.9929,0.9859,0.7838,0.6445,1.0,1.0,0.8964,0.8123,1.0,1.0,1.0,1.0
