fname,detected,roi_confidence,box_x1,box_y1,box_x2,box_y2,crop_h,crop_w,seg_input_h,seg_input_w,dice,iou,pixel_accuracy,sensitivity,specificity,t_detect_ms,t_seg_ms,t_total_ms,dice_Background,iou_Background,dice_Retinal Layer,iou_Retinal Layer,dice_PED,iou_PED,dice_SRF,iou_SRF,dice_IRF,iou_IRF,dice_RPE,iou_RPE
2840.png,False,0.7056,0,94,256,158,64,256,64,256,0.6378,0.6133,0.901,0.6447,0.9344,1.6,182.29,1930.32,0.9726,0.9467,1.0,1.0,0.0,0.0,0.8417,0.7267,0.0122,0.0062,1.0,1.0
1285.png,True,0.866,0,97,256,175,78,256,96,256,0.9783,0.9613,0.9921,0.9788,0.9788,1.92,335.43,2209.52,0.9959,0.9919,0.874,0.7762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
859.png,True,0.7683,0,68,256,155,87,256,96,256,0.9338,0.8822,0.9694,0.9725,0.988,1.93,369.15,2134.09,0.9826,0.9659,0.8923,0.8056,1.0,1.0,1.0,1.0,0.8751,0.7779,0.853,0.7437
2068.png,True,0.8606,0,81,256,198,117,256,128,256,0.5435,0.4371,0.9043,0.5807,0.9657,1.58,342.87,1882.17,0.965,0.9323,0.5266,0.3574,0.6527,0.4844,0.8062,0.6754,0.2407,0.1368,0.0701,0.0363
2933.png,True,0.9252,0,62,256,178,116,256,128,256,0.8094,0.6923,0.9197,0.8098,0.9661,1.6,307.03,1705.39,0.9491,0.9032,0.89,0.8018,0.7731,0.6302,0.6136,0.4426,0.8233,0.6996,0.807,0.6764
738.png,False,0.7996,0,112,256,176,64,256,64,256,0.9814,0.9661,0.9876,0.9861,0.9861,1.53,168.45,2812.71,0.9934,0.9869,0.8948,0.8096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1654.png,False,0.8808,0,103,256,167,64,256,64,256,0.9152,0.8699,0.9845,0.8911,0.965,1.47,167.07,3110.88,0.9919,0.9838,0.8827,0.7901,1.0,1.0,1.0,1.0,0.6166,0.4457,1.0,1.0
319.png,True,0.8407,0,25,256,151,126,256,128,256,0.8419,0.7487,0.9643,0.8676,0.978,1.95,430.72,2246.57,0.9846,0.9697,0.7839,0.6446,0.6517,0.4833,0.7311,0.5761,1.0,1.0,0.9002,0.8186
2041.png,True,0.8505,0,54,256,209,155,256,160,256,0.5947,0.5119,0.9818,0.5744,0.8829,1.37,365.42,2741.93,0.9908,0.9817,0.2722,0.1575,1.0,1.0,0.7611,0.6144,0.3319,0.199,0.2125,0.1189
225.png,True,0.7022,0,63,256,204,141,256,160,256,0.9225,0.8706,0.9889,0.9005,0.9879,1.44,365.86,1868.81,0.994,0.988,0.8591,0.753,1.0,1.0,0.9512,0.907,0.7306,0.5756,1.0,1.0
1523.png,True,0.7768,0,89,256,191,102,256,128,256,0.7526,0.6334,0.9508,0.8401,0.9676,1.46,305.15,2212.55,0.9747,0.9506,0.79,0.6529,0.3848,0.2382,0.8115,0.6827,0.7312,0.5762,0.8234,0.6998
1298.png,True,0.8216,0,127,256,199,72,256,96,256,0.9296,0.8831,0.9876,0.9548,0.9849,1.42,241.83,1986.94,0.9936,0.9873,0.7857,0.6471,0.7983,0.6643,1.0,1.0,1.0,1.0,1.0,1.0
1447.png,True,0.8344,0,105,256,182,77,256,96,256,0.9388,0.9009,0.9801,0.937,0.9751,1.57,307.95,2789.49,0.9893,0.9788,0.708,0.548,1.0,1.0,0.9354,0.8786,1.0,1.0,1.0,1.0
1399.png,True,0.8058,0,35,256,141,106,256,128,256,0.7082,0.6332,0.9801,0.6719,0.9472,2.0,440.71,2783.92,0.9896,0.9794,0.6959,0.5336,0.0,0.0,1.0,1.0,0.8177,0.6916,0.7459,0.5948
1055.png,True,0.853,0,59,256,218,159,256,160,256,0.9309,0.8867,0.9865,0.9752,0.995,1.51,359.64,1966.15,0.9923,0.9847,0.7075,0.5474,1.0,1.0,0.904,0.8247,0.9815,0.9636,1.0,1.0
2775.png,True,0.8116,0,79,256,148,69,256,96,256,0.8994,0.8408,0.938,0.8778,0.965,1.45,244.35,1782.35,0.9611,0.9251,0.6087,0.4376,1.0,1.0,0.9355,0.8789,0.8908,0.8031,1.0,1.0
2213.png,True,0.8527,0,70,256,254,184,256,192,256,0.7759,0.7357,0.9936,0.9363,0.9575,1.7,426.93,1887.08,0.9968,0.9936,0.867,0.7652,0.0,0.0,1.0,1.0,0.792,0.6556,1.0,1.0
712.png,True,0.8775,0,76,256,168,92,256,96,256,0.9716,0.9477,0.9914,0.9866,0.9926,1.45,222.88,1808.08,0.9955,0.991,0.8961,0.8117,1.0,1.0,0.9381,0.8834,1.0,1.0,1.0,1.0
2935.png,True,0.7743,0,74,256,185,111,256,128,256,0.754,0.6977,0.9849,0.811,0.9844,1.46,295.08,1623.67,0.9921,0.9842,0.8136,0.6857,1.0,1.0,0.7989,0.6651,0.9198,0.8514,0.0,0.0
410.png,True,0.7967,0,128,256,226,98,256,128,256,0.7993,0.761,0.9774,0.785,0.9336,1.91,445.16,1861.34,0.9883,0.9769,1.0,1.0,0.69,0.5267,0.1176,0.0625,1.0,1.0,1.0,1.0
1038.png,True,0.874,0,33,256,231,198,256,224,256,0.7601,0.7054,0.9829,0.936,0.9876,1.51,511.88,3364.18,0.9909,0.9819,0.8254,0.7027,0.8919,0.8048,0.0,0.0,1.0,1.0,0.8524,0.7428
399.png,True,0.8042,0,122,256,214,92,256,96,256,0.6502,0.6363,0.981,0.8234,0.9493,1.58,241.99,1827.85,0.9921,0.9842,0.9092,0.8336,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2413.png,False,0.9398,0,125,256,189,64,256,64,256,0.898,0.8314,0.9694,0.9273,0.9767,1.41,158.92,1794.49,0.9831,0.9667,0.8318,0.712,1.0,1.0,0.7107,0.5513,0.8625,0.7582,1.0,1.0
2820.png,True,0.845,0,14,256,115,101,256,128,256,0.6388,0.5289,0.9424,0.6936,0.9499,1.44,295.93,2768.81,0.97,0.9417,0.7388,0.5858,0.6934,0.5307,0.7391,0.5862,0.6918,0.5288,0.0,0.0
1481.png,True,0.765,0,71,256,179,108,256,128,256,0.7993,0.7761,0.9868,0.9752,0.9752,1.55,285.95,1800.29,0.9932,0.9864,0.8026,0.6703,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
425.png,True,0.9368,0,155,256,237,82,256,96,256,0.8075,0.7879,0.984,0.9805,0.9805,1.87,333.97,2603.43,0.9916,0.9833,0.8534,0.7444,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
305.png,True,0.9042,0,61,256,140,79,256,96,256,0.716,0.6468,0.9426,0.8704,0.9525,1.86,257.07,1845.02,0.9698,0.9414,0.8714,0.7721,0.8392,0.7229,0.6156,0.4446,0.0,0.0,1.0,1.0
1119.png,True,0.8839,0,93,256,189,96,256,96,256,0.5216,0.4413,0.9074,0.7497,0.9666,1.53,234.26,2607.27,0.9619,0.9266,0.8456,0.7325,0.6318,0.4618,0.6901,0.5268,0.0,0.0,0.0,0.0
235.png,True,0.748,0,45,256,196,151,256,160,256,0.9464,0.904,0.9805,0.9665,0.9898,1.57,357.87,3573.17,0.989,0.9783,0.8341,0.7154,1.0,1.0,0.931,0.8709,0.9246,0.8597,1.0,1.0
2003.png,True,0.788,0,117,256,185,68,256,96,256,0.6419,0.5985,0.9738,0.8253,0.9705,1.38,246.88,2579.89,0.9857,0.9719,0.1146,0.0608,0.0,0.0,1.0,1.0,0.8939,0.8082,0.8571,0.75
1141.png,True,0.6866,0,119,256,216,97,256,128,256,0.7377,0.676,0.9743,0.7213,0.9771,2.05,420.76,1850.08,0.9867,0.9738,0.6948,0.5323,0.9018,0.8211,0.8432,0.7289,0.0,0.0,1.0,1.0
2932.png,True,0.9166,0,64,256,177,113,256,128,256,0.6215,0.5243,0.9269,0.8612,0.9757,1.45,286.78,3736.55,0.9534,0.9109,0.7623,0.6159,0.0,0.0,0.3842,0.2378,0.8673,0.7657,0.7619,0.6154
2717.png,True,0.8037,0,62,256,145,83,256,96,256,0.9531,0.9175,0.985,0.9732,0.9863,1.53,236.98,2466.52,0.9921,0.9843,0.8371,0.7198,1.0,1.0,1.0,1.0,0.8896,0.8011,1.0,1.0
2369.png,True,0.7464,0,28,256,163,135,256,160,256,0.6345,0.5749,0.9591,0.9176,0.984,1.49,376.6,2107.52,0.9787,0.9583,0.7971,0.6626,0.0,0.0,0.8386,0.722,1.0,1.0,0.1924,0.1065
1178.png,True,0.8098,0,71,256,149,78,256,96,256,0.7794,0.7331,0.9653,0.761,0.971,1.52,220.79,2461.89,0.9804,0.9616,0.7005,0.539,1.0,1.0,0.926,0.8623,0.0694,0.0359,1.0,1.0
1386.png,True,0.9392,0,45,256,136,91,256,96,256,0.7563,0.727,0.9891,0.7736,0.8993,1.49,366.06,1912.76,0.9945,0.989,0.5434,0.3731,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
349.png,True,0.9023,0,70,256,142,72,256,96,256,0.8614,0.7772,0.9006,0.8404,0.9491,1.52,325.09,1804.83,0.9363,0.8803,0.6989,0.5372,0.7316,0.5768,1.0,1.0,0.8019,0.6692,1.0,1.0
2472.png,True,0.8598,0,24,256,175,151,256,160,256,0.8444,0.7685,0.9905,0.8327,0.9316,1.42,352.37,1656.55,0.9952,0.9904,0.563,0.3918,1.0,1.0,1.0,1.0,0.6596,0.4921,0.8485,0.7368
460.png,True,0.8202,0,61,256,139,78,256,96,256,0.8794,0.8052,0.9818,0.896,0.946,1.43,240.91,2519.36,0.9906,0.9813,0.7358,0.5821,1.0,1.0,0.7424,0.5904,0.8077,0.6774,1.0,1.0
1903.png,True,0.8884,0,25,256,146,121,256,128,256,0.74,0.6769,0.9692,0.9365,0.9788,1.55,340.09,3339.67,0.9834,0.9673,0.7313,0.5764,0.8828,0.7901,0.8424,0.7277,1.0,1.0,0.0,0.0
9.png,True,0.8271,0,36,256,137,101,256,128,256,0.9135,0.8677,0.9787,0.9202,0.9576,1.44,300.88,2659.4,0.9889,0.9781,0.6097,0.4386,0.8826,0.7899,1.0,1.0,1.0,1.0,1.0,1.0
1047.png,True,0.7585,0,108,256,175,67,256,96,256,0.8549,0.7761,0.9699,0.8196,0.9542,1.93,326.46,2872.81,0.9873,0.9749,0.6991,0.5374,1.0,1.0,0.6314,0.4614,0.8115,0.6828,1.0,1.0
832.png,True,0.712,0,96,256,251,155,256,160,256,0.948,0.9101,0.9883,0.9658,0.9788,1.92,391.05,1627.03,0.9939,0.9879,0.8137,0.6859,0.8806,0.7867,1.0,1.0,1.0,1.0,1.0,1.0
2866.png,True,0.9217,0,58,256,164,106,256,128,256,0.8909,0.8209,0.9801,0.8961,0.967,1.44,304.17,1897.72,0.99,0.9802,0.7286,0.5731,0.7937,0.6579,0.8333,0.7143,1.0,1.0,1.0,1.0
63.png,True,0.8122,0,86,256,172,86,256,96,256,0.8844,0.8127,0.938,0.9113,0.9498,1.44,229.28,1532.91,0.9641,0.9307,0.7866,0.6483,1.0,1.0,0.8834,0.7912,0.6722,0.5063,1.0,1.0
995.png,True,0.873,0,77,256,151,74,256,96,256,0.5471,0.475,0.9629,0.8724,0.9685,1.4,238.12,1692.26,0.9829,0.9664,0.7454,0.5941,0.8699,0.7697,0.6842,0.52,0.0,0.0,0.0,0.0
1951.png,True,0.8732,1,115,256,184,69,255,96,256,0.6793,0.5599,0.8652,0.6912,0.9625,1.48,230.16,2603.79,0.9222,0.8556,0.1591,0.0864,0.7775,0.636,0.856,0.7483,0.6472,0.4784,0.7137,0.5549
604.png,True,0.8525,0,111,256,203,92,256,96,256,0.9311,0.8797,0.9739,0.9194,0.9867,1.36,245.14,1985.49,0.9844,0.9693,0.8445,0.7309,1.0,1.0,0.94,0.8867,0.8175,0.6913,1.0,1.0
2712.png,True,0.7505,0,58,256,150,92,256,96,256,0.8544,0.8161,0.9875,0.8454,0.9627,1.68,363.17,2634.68,0.9936,0.9872,0.8565,0.749,1.0,1.0,1.0,1.0,0.2763,0.1603,1.0,1.0
2349.png,True,0.7897,0,67,256,175,108,256,128,256,0.7122,0.6405,0.9578,0.6905,0.9807,1.68,312.63,2526.87,0.9812,0.9631,0.7586,0.6111,0.8751,0.778,0.6582,0.4905,0.0,0.0,1.0,1.0
1754.png,True,0.6813,0,94,256,196,102,256,128,256,0.9186,0.8594,0.9826,0.9167,0.9754,2.93,296.57,2728.45,0.9909,0.982,0.8534,0.7443,0.8525,0.743,1.0,1.0,0.8147,0.6873,1.0,1.0
2632.png,True,0.8456,0,130,256,231,101,256,128,256,0.3681,0.3069,0.9124,0.5442,0.9457,1.62,317.06,2557.56,0.9722,0.946,0.7152,0.5567,0.4865,0.3215,0.0145,0.0073,0.02,0.0101,0.0,0.0
704.png,True,0.8096,0,74,256,167,93,256,96,256,0.7418,0.6224,0.951,0.6976,0.9669,1.56,243.6,1661.38,0.9777,0.9563,0.8473,0.735,0.8396,0.7235,0.7671,0.6222,0.6154,0.4444,0.4039,0.2531
2773.png,True,0.8024,0,70,256,152,82,256,96,256,0.9036,0.8423,0.9564,0.871,0.9706,1.53,336.8,2642.31,0.9737,0.9488,0.6995,0.5379,1.0,1.0,0.9456,0.8969,0.8025,0.6701,1.0,1.0
1496.png,False,0.9176,0,91,256,155,64,256,64,256,0.8938,0.8422,0.9761,0.9038,0.9799,1.46,160.86,1789.84,0.9874,0.975,0.8168,0.6903,1.0,1.0,1.0,1.0,0.5588,0.3878,1.0,1.0
1904.png,True,0.8718,0,29,256,147,118,256,128,256,0.8971,0.8313,0.97,0.9361,0.9714,1.4,312.27,2546.88,0.9833,0.9671,0.6875,0.5238,0.8701,0.7701,0.842,0.7271,1.0,1.0,1.0,1.0
259.png,True,0.9621,0,39,256,238,199,256,224,256,0.8854,0.8627,0.9862,0.9856,0.9856,1.45,518.39,2022.48,0.993,0.9862,0.3195,0.1901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1473.png,True,0.8291,0,86,256,197,111,256,128,256,0.9528,0.9167,0.986,0.9677,0.9837,1.7,290.59,1584.96,0.9926,0.9853,0.8677,0.7664,1.0,1.0,0.8563,0.7487,1.0,1.0,1.0,1.0
2208.png,True,0.9315,0,112,256,254,142,256,160,256,0.5073,0.5023,0.986,0.8372,0.8716,1.39,356.85,1960.14,0.9942,0.9884,0.0,0.0,0.0498,0.0255,1.0,1.0,0.0,0.0,1.0,1.0
2053.png,True,0.9121,0,59,256,150,91,256,96,256,0.6012,0.5718,0.987,0.9078,0.9317,1.91,324.91,2656.89,0.9949,0.9899,1.0,1.0,0.6121,0.4411,0.0,0.0,0.0,0.0,1.0,1.0
1161.png,True,0.8047,0,117,256,219,102,256,128,256,0.7912,0.7588,0.9903,0.9441,0.9637,1.94,439.84,1745.41,0.995,0.9901,0.8395,0.7233,0.0,0.0,0.9128,0.8396,1.0,1.0,1.0,1.0
2639.png,True,0.8858,0,120,256,221,101,256,128,256,0.6273,0.5402,0.9671,0.6211,0.9263,1.41,286.71,2697.57,0.9836,0.9677,0.5123,0.3444,0.6055,0.4342,1.0,1.0,0.6622,0.4949,0.0,0.0
2505.png,True,0.5953,0,82,256,174,92,256,96,256,0.8987,0.8349,0.9732,0.9065,0.9744,2.84,233.64,2832.86,0.9855,0.9715,0.8287,0.7076,0.8989,0.8163,1.0,1.0,0.6791,0.5141,1.0,1.0
483.png,True,0.842,0,49,255,186,137,255,160,256,0.5967,0.5499,0.9705,0.9355,0.9808,1.49,346.98,2703.6,0.9843,0.969,0.764,0.6181,0.0,0.0,1.0,1.0,0.8319,0.7122,0.0,0.0
816.png,True,0.7672,0,94,256,185,91,256,96,256,0.804,0.7826,0.9833,0.8152,0.9599,1.46,221.9,1985.88,0.9913,0.9828,0.8325,0.713,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2946.png,True,0.8952,0,116,256,193,77,256,96,256,0.7566,0.6992,0.9608,0.7781,0.9715,1.92,325.61,1917.04,0.9786,0.9582,0.8662,0.7639,0.8152,0.6881,0.8796,0.7851,1.0,1.0,0.0,0.0
1874.png,True,0.7246,0,122,256,210,88,256,96,256,0.5679,0.5017,0.8873,0.5401,0.9122,1.41,224.17,2852.65,0.9454,0.8964,0.0,0.0,0.601,0.4296,0.7831,0.6435,0.078,0.0406,1.0,1.0
331.png,True,0.8346,0,22,256,152,130,256,160,256,0.7594,0.7062,0.9807,0.9,0.981,1.45,349.05,2026.01,0.9894,0.979,0.8651,0.7623,0.0,0.0,0.9244,0.8593,0.7778,0.6364,1.0,1.0
510.png,True,0.7981,0,21,256,148,127,256,128,256,0.7684,0.7071,0.9645,0.7613,0.9726,1.59,288.8,2524.43,0.9803,0.9613,0.7595,0.6122,0.0746,0.0388,0.8808,0.7869,0.9152,0.8436,1.0,1.0
753.png,True,0.84,0,89,256,182,93,256,96,256,0.8737,0.7996,0.9582,0.8634,0.9615,1.45,231.11,1837.89,0.9762,0.9535,0.9524,0.9091,0.6382,0.4686,0.7398,0.5871,0.9359,0.8795,1.0,1.0
2839.png,False,0.7392,0,94,256,158,64,256,64,256,0.5518,0.4926,0.9186,0.5593,0.9396,1.54,233.03,2672.37,0.9742,0.9497,0.0,0.0,0.2808,0.1633,0.8368,0.7194,0.2193,0.1232,1.0,1.0
163.png,True,0.6928,0,79,256,196,117,256,128,256,0.75,0.6905,0.9734,0.9478,0.9833,1.96,415.99,2875.59,0.9866,0.9736,1.0,1.0,0.8468,0.7344,0.0,0.0,0.7824,0.6425,0.8843,0.7926
1509.png,True,0.7702,0,88,256,196,108,256,128,256,0.7401,0.6302,0.9569,0.8076,0.9751,1.44,306.13,2911.88,0.9765,0.954,0.5735,0.402,0.3371,0.2027,0.8478,0.7358,0.8552,0.7471,0.8502,0.7395
1940.png,True,0.8424,0,89,256,171,82,256,96,256,0.8903,0.8196,0.974,0.8961,0.9714,1.52,239.58,2921.57,0.9862,0.9727,0.761,0.6142,1.0,1.0,0.8425,0.7279,0.7522,0.6028,1.0,1.0
1128.png,True,0.8633,0,68,256,185,117,256,128,256,0.6924,0.6213,0.96,0.7259,0.9765,1.39,290.44,1779.08,0.9813,0.9633,0.7917,0.6552,1.0,1.0,0.8633,0.7595,0.5182,0.3497,0.0,0.0
2500.png,True,0.8959,0,81,256,172,91,256,96,256,0.7421,0.6821,0.9258,0.7736,0.9437,1.43,233.35,2257.84,0.9568,0.9173,0.6927,0.5299,0.0126,0.0063,0.8159,0.6891,0.9745,0.9502,1.0,1.0
105.png,True,0.7988,0,104,256,173,69,256,96,256,0.7767,0.7485,0.9967,0.9425,0.9425,3.05,352.44,2674.21,0.9983,0.9967,0.6619,0.4946,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1384.png,True,0.8796,0,38,256,155,117,256,128,256,0.8042,0.7182,0.9885,0.78,0.9337,1.64,347.99,2072.87,0.9942,0.9884,0.5819,0.4104,0.6627,0.4956,1.0,1.0,0.5862,0.4146,1.0,1.0
653.png,True,0.838,0,65,256,211,146,256,160,256,0.8214,0.7369,0.9712,0.8528,0.9519,1.42,378.15,2137.88,0.9852,0.9709,0.7426,0.5905,0.5594,0.3883,1.0,1.0,0.641,0.4717,1.0,1.0
572.png,True,0.7873,0,123,256,192,69,256,96,256,0.6076,0.5589,0.9779,0.7638,0.9565,1.73,246.29,2210.47,0.9884,0.977,0.7671,0.6222,0.8447,0.7311,1.0,1.0,0.0455,0.0233,0.0,0.0
2585.png,True,0.8519,0,62,256,159,97,256,128,256,0.4969,0.4226,0.9307,0.6742,0.9473,1.65,319.47,2056.32,0.9613,0.9255,0.0,0.0,0.5223,0.3534,0.9183,0.8489,0.5795,0.408,0.0,0.0
256.png,True,0.9743,0,28,256,247,219,256,224,256,0.9476,0.9196,0.991,0.9906,0.9906,1.7,735.73,2516.21,0.9955,0.991,0.6901,0.5269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3013.png,True,0.8214,0,71,256,172,101,256,128,256,0.7254,0.6679,0.9384,0.8874,0.96,2.05,349.94,2938.11,0.9815,0.9638,0.7059,0.5455,0.0,0.0,1.0,1.0,0.6648,0.4979,1.0,1.0
827.png,True,0.8921,0,88,249,248,160,249,160,256,0.8731,0.7979,0.9825,0.8977,0.9846,1.61,354.38,2943.17,0.991,0.9822,0.7452,0.5939,0.8159,0.6891,1.0,1.0,0.6863,0.5224,1.0,1.0
154.png,True,0.7722,0,84,256,185,101,256,128,256,0.7539,0.669,0.9571,0.7462,0.9761,1.52,306.36,2196.92,0.9768,0.9546,1.0,1.0,0.9102,0.8352,0.6977,0.5357,0.213,0.1192,0.7257,0.5694
1936.png,True,0.8641,0,93,256,167,74,256,96,256,0.8072,0.7272,0.9682,0.8519,0.9525,1.43,228.38,1970.63,0.9834,0.9674,0.4085,0.2567,1.0,1.0,0.7459,0.5947,0.7052,0.5446,1.0,1.0
241.png,True,0.9294,0,34,256,256,222,256,224,256,0.9582,0.9331,0.9978,0.9922,0.9922,2.28,769.81,3753.96,0.9989,0.9978,0.7505,0.6006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2896.png,True,0.878,0,103,256,190,87,256,96,256,0.8449,0.7781,0.9775,0.834,0.9528,1.6,331.63,1705.11,0.9888,0.9778,0.8174,0.6912,1.0,1.0,0.4128,0.2601,0.8503,0.7396,1.0,1.0
285.png,True,0.8197,0,58,256,141,83,256,96,256,0.9638,0.9353,0.9883,0.9692,0.9812,1.59,235.69,1532.1,0.9938,0.9878,0.8514,0.7412,1.0,1.0,0.9377,0.8827,1.0,1.0,1.0,1.0
1216.png,True,0.7883,0,54,256,160,106,256,128,256,0.7099,0.6523,0.9329,0.7226,0.9703,1.42,301.94,1640.12,0.9778,0.9565,0.0,0.0,0.7353,0.5814,1.0,1.0,0.5463,0.3758,1.0,1.0
512.png,True,0.7423,0,31,256,129,98,256,128,256,0.7425,0.6825,0.9759,0.744,0.971,1.56,298.61,2677.97,0.9873,0.975,0.7209,0.5636,0.0,0.0,0.9195,0.851,0.8274,0.7057,1.0,1.0
87.png,True,0.9016,0,94,256,172,78,256,96,256,0.8308,0.7279,0.8756,0.9136,0.9437,1.47,227.2,1959.28,0.9206,0.8528,0.844,0.7301,0.7499,0.5999,0.6302,0.46,0.8403,0.7245,1.0,1.0
2487.png,True,0.8869,0,78,256,191,113,256,128,256,0.7633,0.7158,0.9683,0.7704,0.9753,1.57,307.83,2573.78,0.9811,0.9629,0.7337,0.5795,0.0,0.0,0.8915,0.8043,0.9735,0.9484,1.0,1.0
1327.png,True,0.8771,0,133,256,207,74,256,96,256,0.5559,0.499,0.9603,0.9085,0.9588,1.94,317.79,1631.6,0.9803,0.9613,0.7442,0.5927,0.0,0.0,0.0,0.0,0.6111,0.44,1.0,1.0
1536.png,True,0.8932,0,68,256,137,69,256,96,256,0.7461,0.6986,0.9652,0.715,0.9522,3.05,340.16,1955.25,0.9822,0.9651,0.6196,0.4489,0.8747,0.7773,0.0,0.0,1.0,1.0,1.0,1.0
665.png,True,0.7936,0,59,256,210,151,256,160,256,0.7516,0.7011,0.9822,0.9224,0.9604,1.56,372.03,2775.36,0.9909,0.9819,0.7466,0.5956,0.7721,0.6288,1.0,1.0,0.0,0.0,1.0,1.0
1409.png,True,0.8718,0,44,256,151,107,256,128,256,0.8323,0.7325,0.9587,0.8418,0.9665,1.51,323.29,2767.51,0.979,0.9588,0.7509,0.6011,0.7762,0.6342,1.0,1.0,0.6534,0.4852,0.8342,0.7155
1571.png,True,0.8024,0,68,256,154,86,256,96,256,0.8026,0.707,0.9439,0.7496,0.9466,1.61,252.57,2925.17,0.9689,0.9396,0.4561,0.2955,0.7923,0.6561,0.8919,0.8049,0.7064,0.5461,1.0,1.0
619.png,True,0.8784,0,123,256,205,82,256,96,256,0.9297,0.8834,0.9834,0.9684,0.9789,1.79,347.17,2657.2,0.9913,0.9828,0.8239,0.7005,1.0,1.0,0.7631,0.6169,1.0,1.0,1.0,1.0
1652.png,True,0.8933,0,104,256,172,68,256,96,256,0.7098,0.6539,0.9872,0.8346,0.9208,1.39,226.63,2615.82,0.9937,0.9875,0.7168,0.5586,1.0,1.0,0.0,0.0,0.5481,0.3776,1.0,1.0
508.png,True,0.757,0,32,256,129,97,256,128,256,0.8226,0.7287,0.9758,0.8468,0.9674,1.48,299.18,1876.06,0.9871,0.9745,0.6576,0.4899,0.5803,0.4088,0.8947,0.8095,0.8161,0.6894,1.0,1.0
1550.png,True,0.8282,0,88,256,161,73,256,96,256,0.6731,0.5967,0.9565,0.7496,0.9548,1.54,226.51,1791.59,0.9828,0.9662,0.7135,0.5545,0.5017,0.3348,0.8405,0.7249,0.0,0.0,1.0,1.0
102.png,True,0.8761,0,91,256,177,86,256,96,256,0.6602,0.5733,0.864,0.7432,0.9481,1.51,224.63,2919.54,0.952,0.9085,0.7796,0.6388,0.6711,0.505,0.5587,0.3877,0.0,0.0,1.0,1.0
2498.png,True,0.8688,0,71,256,183,112,256,128,256,0.7601,0.7118,0.9654,0.7661,0.953,1.52,288.64,2616.2,0.9811,0.9629,0.7137,0.5549,0.0,0.0,0.8966,0.8126,0.9693,0.9405,1.0,1.0
2273.png,True,0.8685,0,56,256,186,130,256,160,256,0.861,0.7828,0.985,0.8615,0.9686,1.67,525.19,3119.92,0.9936,0.9874,0.7262,0.57,0.7825,0.6427,0.6638,0.4968,1.0,1.0,1.0,1.0
2760.png,True,0.7513,0,70,256,163,93,256,96,256,0.9357,0.8897,0.9666,0.9278,0.9794,1.41,245.99,3309.99,0.9789,0.9588,0.769,0.6247,1.0,1.0,0.8928,0.8063,0.9735,0.9483,1.0,1.0
1417.png,True,0.7616,0,33,256,140,107,256,128,256,0.8565,0.7798,0.9797,0.8798,0.9833,1.43,294.55,1664.47,0.9904,0.981,0.5847,0.4131,0.7624,0.6161,1.0,1.0,0.8013,0.6685,1.0,1.0
30.png,True,0.8065,0,66,256,169,103,256,128,256,0.5999,0.5526,0.9342,0.5927,0.9641,1.41,313.39,2555.31,0.9636,0.9297,1.0,1.0,0.0,0.0,0.794,0.6584,0.0,0.0,0.8421,0.7273
2892.png,True,0.8843,0,108,256,181,73,256,96,256,0.7985,0.7105,0.9659,0.7611,0.9173,1.51,242.13,2056.86,0.9822,0.9651,0.6385,0.469,1.0,1.0,0.5522,0.3814,0.6183,0.4475,1.0,1.0
1324.png,False,0.9233,0,83,256,147,64,256,64,256,0.9444,0.904,0.983,0.9383,0.964,1.89,231.92,2670.18,0.9911,0.9823,0.8433,0.7291,0.8321,0.7125,1.0,1.0,1.0,1.0,1.0,1.0
1478.png,True,0.9372,0,91,256,193,102,256,128,256,0.8048,0.7819,0.989,0.8009,0.9938,1.38,303.93,2627.48,0.9937,0.9874,0.8649,0.7619,1.0,1.0,0.9701,0.942,0.0,0.0,1.0,1.0
1495.png,True,0.9245,0,90,256,157,67,256,96,256,0.702,0.6494,0.9722,0.8346,0.8917,1.4,225.22,1767.26,0.9857,0.9718,0.4501,0.2904,0.0,0.0,1.0,1.0,0.7763,0.6344,1.0,1.0
1608.png,True,0.888,0,132,256,206,74,256,96,256,0.7716,0.7306,0.9826,0.9534,0.9805,1.52,232.05,1854.5,0.9908,0.9817,0.7449,0.5935,0.894,0.8084,0.0,0.0,1.0,1.0,1.0,1.0
525.png,True,0.7854,0,89,256,196,107,256,128,256,0.8095,0.7298,0.963,0.8031,0.9737,1.41,296.34,2830.2,0.9793,0.9595,0.7609,0.614,0.905,0.8265,0.8728,0.7743,0.3392,0.2043,1.0,1.0
1062.png,True,0.85,0,26,256,226,200,256,224,256,0.9495,0.9094,0.9861,0.9401,0.9919,1.9,735.85,3274.01,0.9917,0.9836,0.8559,0.7481,1.0,1.0,0.8868,0.7966,0.9627,0.9281,1.0,1.0
